X18S_seq_number	Kingdom	Phylum	Class	Order	Family	Genus	Species
merged_18S_1783	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_1791	Eukaryota	Mucoromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	
merged_18S_1799	Eukaryota	Ciliophora	Spirotrichea	Spirotrichea	Spirotrichea	Spirotrichea	
merged_18S_1804	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_1811	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleosporaceae	
merged_18S_1813	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_1820	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_1838	Eukaryota	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	Gastrotricha	
merged_18S_1839	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_1846	Eukaryota	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes	Cystobasidiomycetes	Cystobasidiomycetes	
merged_18S_1863	Eukaryota	Cercozoa	Cercozoa	Cercozoa	Cercozoa	Cercozoa	
merged_18S_1864	Eukaryota	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Guepinia	
merged_18S_1865	Eukaryota	Nematoda	Chromadorea	Monhysterida	Monhysterida	Monhysterida	
merged_18S_1900	Eukaryota	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales	Cantharellales	
merged_18S_1901	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_1909	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_1916	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Haematococcaceae	Haematococcus	
merged_18S_1917	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Rhogostomidae	Rhogostomidae	
merged_18S_1919	Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales	Chlamydomonadales	
merged_18S_1922	Eukaryota	Ciliophora	Colpodea	Colpodida	Marynidae	Maryna	
merged_18S_1942	Eukaryota	Arthropoda	Collembola	Poduromorpha	Poduromorpha	Poduromorpha	
merged_18S_1946	Eukaryota	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticiaceae	
merged_18S_1959	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_1964	Eukaryota	Basidiomycota	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	Microbotryomycetes	
merged_18S_1975	Eukaryota	Ciliophora	Phyllopharyngea	Endogenida	Acinetidae	Acineta	
merged_18S_1978	Eukaryota	Zoopagomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Mycoemilia	
merged_18S_2005	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	Eukaryota	
merged_18S_2035	Eukaryota	Ciliophora	Litostomatea	Haptorida	Trachelophyllidae	Enchelyodon	
merged_18S_2047	Eukaryota	Arthropoda	Arachnida	Araneae	Zodariidae	Zodariidae	
merged_18S_2081	Eukaryota	Apicomplexa	Conoidasida	Eugregarinorida	Monocystidae	Monocystis	
merged_18S_2090	Eukaryota	Mucoromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	
merged_18S_2092	Eukaryota	Chlorophyta	Trebouxiophyceae	Trebouxiophyceae	Trebouxiophyceae	Trebouxiophyceae	
