ITS_seq_number	Kingdom	Phylum	Class	Order	Family	Genus	Species
merged_FUN_ITS_996	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Neocatenulostroma	Neocatenulostroma microsporum
merged_FUN_ITS_997	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lomentospora	Lomentospora prolificans
merged_FUN_ITS_1001	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Pyrenochaetopsis	Pyrenochaetopsis leptospora
merged_FUN_ITS_1002	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	Idriella lunata
merged_FUN_ITS_1007	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma sp. BF45
merged_FUN_ITS_1010	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta hoffmannii
merged_FUN_ITS_1011	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Smaragdiniseta	Smaragdiniseta bisetosa
merged_FUN_ITS_1014	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albida
merged_FUN_ITS_1015	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora	Podospora vesticola
merged_FUN_ITS_1017	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium apiospermum
merged_FUN_ITS_1018	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia randhawae
merged_FUN_ITS_1020	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neoophiobolus	Neoophiobolus chromolaenae
merged_FUN_ITS_1022	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium magnum
merged_FUN_ITS_1023	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	Volutella ciliata
merged_FUN_ITS_1031	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Marquandomyces	Metarhizium marquandii
merged_FUN_ITS_1033	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Massarina	Massarina rubi
merged_FUN_ITS_1036	Eukaryota	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	Colletotrichum chlorophyti
merged_FUN_ITS_1056	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus amstelodami
merged_FUN_ITS_1057	Eukaryota	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora sphaerica
merged_FUN_ITS_1074	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus umbellatus
merged_FUN_ITS_1077	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
merged_FUN_ITS_1078	Eukaryota	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Calluna	Calluna vulgaris
merged_FUN_ITS_1079	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Sarocladium	Sarocladium kiliense
merged_FUN_ITS_1084	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema terrestris
merged_FUN_ITS_1088	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Ophiosimulans	Ophiosimulans tanaceti
merged_FUN_ITS_1091	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula ligniperda
merged_FUN_ITS_1092	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	Stemphylium sp.
merged_FUN_ITS_1093	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia globosa
merged_FUN_ITS_1094	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Podospora	Podospora vesticola
merged_FUN_ITS_1099	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema mangalensis
merged_FUN_ITS_1100	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia sp. (in: Fungi)
merged_FUN_ITS_1107	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema laurentii
merged_FUN_ITS_1110	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia theobromae
merged_FUN_ITS_1111	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis sp.
merged_FUN_ITS_1112	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	Thelonectria truncata
merged_FUN_ITS_1114	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon jirovecii
merged_FUN_ITS_1115	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Lithohypha	Lithohypha guttulata
merged_FUN_ITS_1116	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris sorokiniana
merged_FUN_ITS_1119	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Cladorrhinum	Cladorrhinum australe
merged_FUN_ITS_1126	Eukaryota	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae	Thelebolus	Thelebolus globosus
merged_FUN_ITS_1128	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria infectoria
merged_FUN_ITS_1134	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma sp.
merged_FUN_ITS_1139	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala sp.
merged_FUN_ITS_1142	Eukaryota	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum xylopini
merged_FUN_ITS_1145	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	Polyporus umbellatus
merged_FUN_ITS_1151	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta rosae
merged_FUN_ITS_1158	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete sordida
merged_FUN_ITS_1161	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Sporidesmium campiniae
merged_FUN_ITS_1167	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	Cistella sp.
merged_FUN_ITS_1168	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Bonordeniella	[Coniosporium] sp. MA4666
merged_FUN_ITS_1169	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma sp. 1 KB-2015
merged_FUN_ITS_1170	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Phaeosphaeria juncicola
merged_FUN_ITS_1172	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apiosordaria	Apiosordaria microcarpa
merged_FUN_ITS_1182	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metapochonia	Metapochonia sp.
merged_FUN_ITS_1186	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Trichurus	Trichurus spiralis
merged_FUN_ITS_1187	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Gliomastix	Gliomastix murorum
merged_FUN_ITS_1193	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus penicillioides
merged_FUN_ITS_1197	Eukaryota	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Phaeomoniella	Phaeomoniella sp. 1 ICMP 18935
merged_FUN_ITS_1202	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Sirastachys	Sirastachys phaeospora
merged_FUN_ITS_1221	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium sp.
merged_FUN_ITS_1224	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Collariella bostrychodes
merged_FUN_ITS_1228	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala salmonis
merged_FUN_ITS_1231	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Endoconidioma	Endoconidioma euphorbiae
merged_FUN_ITS_1235	Eukaryota	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema sp.
merged_FUN_ITS_1243	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	Ophiocordyceps sp. JL-2011
merged_FUN_ITS_1246	Eukaryota	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium capitatum
merged_FUN_ITS_1250	Eukaryota	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Lasiodiplodia	Lasiodiplodia theobromae
merged_FUN_ITS_1253	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula mucilaginosa
merged_FUN_ITS_1258	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula sp. MAC-2011b
merged_FUN_ITS_1261	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Neodevriesiaceae	Neodevriesia	Neodevriesia lagerstroemiae
merged_FUN_ITS_1262	Eukaryota	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	Peniophora laeta
merged_FUN_ITS_1263	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albida
merged_FUN_ITS_1267	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sp.
merged_FUN_ITS_1272	Eukaryota	Ascomycota	Dothideomycetes	Eremomycetales	Eremomycetaceae	Arthrographis	Arthrographis sp. 07MA20
merged_FUN_ITS_1282	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Hortaea	Hortaea thailandica
merged_FUN_ITS_1285	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma sp.
merged_FUN_ITS_1287	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe novem
merged_FUN_ITS_1290	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Sigarispora	Sigarispora medicaginicola
merged_FUN_ITS_1291	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	NA	Coniochaetaceae sp.
merged_FUN_ITS_1293	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia globosa
merged_FUN_ITS_1297	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani
merged_FUN_ITS_1298	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Candida	Candida parapsilosis
merged_FUN_ITS_1302	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula ligniperda
merged_FUN_ITS_1322	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Amorosiaceae	Angustimassarina	Lophiostoma corticola
merged_FUN_ITS_1323	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botrytis	Botrytis cinerea
merged_FUN_ITS_1325	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	Herpotrichiellaceae sp.
merged_FUN_ITS_1328	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia australis
merged_FUN_ITS_1329	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris cynodontis
merged_FUN_ITS_1336	Eukaryota	Arthropoda	Insecta	Diptera	Tephritidae	Bactrocera	Bactrocera tryoni
merged_FUN_ITS_1342	Eukaryota	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe sp.
merged_FUN_ITS_1344	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Camposporium	Camposporium lycopodiellae
merged_FUN_ITS_1350	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Endoconidioma	Endoconidioma populi
merged_FUN_ITS_1354	Eukaryota	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora sp.
merged_FUN_ITS_1355	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	NA	Trichothecium	Trichothecium roseum
merged_FUN_ITS_1360	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia globosa
merged_FUN_ITS_1363	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia	Ramularia sp.
merged_FUN_ITS_1366	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma sp. 2 KB-2015
merged_FUN_ITS_1376	Eukaryota	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Lomentospora	Lomentospora prolificans
merged_FUN_ITS_1377	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Hyphodermella	Hyphodermella rosae
reverse_FUN_ITS_1	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia grandispora
reverse_FUN_ITS_2	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_3	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia grandispora
reverse_FUN_ITS_5	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Dactylonectria macrodidyma
reverse_FUN_ITS_6	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sp.
reverse_FUN_ITS_7	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
reverse_FUN_ITS_8	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_9	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Pyrenochaetopsis	Pyrenochaetopsis leptospora
reverse_FUN_ITS_14	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia lignicola
reverse_FUN_ITS_15	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis	Stagonosporopsis cucurbitacearum
reverse_FUN_ITS_17	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala equina
reverse_FUN_ITS_18	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia subticinensis
reverse_FUN_ITS_19	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Neodidymelliopsis	Neodidymelliopsis sp.
reverse_FUN_ITS_20	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
reverse_FUN_ITS_23	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella sp.
reverse_FUN_ITS_24	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	Clonostachys rosea
reverse_FUN_ITS_25	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia grandispora
reverse_FUN_ITS_26	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_28	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia antarctica
reverse_FUN_ITS_29	Eukaryota	Ascomycota	Dothideomycetes	Dothideales	Saccotheciaceae	Aureobasidium	Aureobasidium pullulans
reverse_FUN_ITS_31	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	Biatriospora sp.
reverse_FUN_ITS_33	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	Epicoccum nigrum
reverse_FUN_ITS_34	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium spinulosum
reverse_FUN_ITS_37	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium cladosporioides
reverse_FUN_ITS_38	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	Chaetomium subspirale
reverse_FUN_ITS_39	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Amorosiaceae	Angustimassarina	Lophiostoma corticola
reverse_FUN_ITS_40	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Massarina	Massarina rubi
reverse_FUN_ITS_41	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
reverse_FUN_ITS_42	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium solani
reverse_FUN_ITS_44	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostoma	Lophiostoma sp. 2 KB-2015
reverse_FUN_ITS_45	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia albida
reverse_FUN_ITS_48	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
reverse_FUN_ITS_52	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Podila	Mortierella sp.
reverse_FUN_ITS_54	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium sp.
reverse_FUN_ITS_56	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
reverse_FUN_ITS_58	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrocladiella	Cylindrocladiella lageniformis
reverse_FUN_ITS_60	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia sp. (in: Fungi)
reverse_FUN_ITS_61	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia grandispora
reverse_FUN_ITS_62	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis	Neopestalotiopsis clavispora
reverse_FUN_ITS_63	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis	Stagonosporopsis cucurbitacearum
reverse_FUN_ITS_64	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Linnemannia	Linnemannia exigua
reverse_FUN_ITS_65	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	Volutella ciliata
reverse_FUN_ITS_66	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium oxysporum
reverse_FUN_ITS_70	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria alternata
reverse_FUN_ITS_71	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria molesta
reverse_FUN_ITS_72	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra
reverse_FUN_ITS_83	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria sp.
reverse_FUN_ITS_85	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia lignicola
reverse_FUN_ITS_87	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatiaffinis
reverse_FUN_ITS_96	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Allophoma	Allophoma labilis
reverse_FUN_ITS_99	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus fumigatiaffinis
reverse_FUN_ITS_100	Eukaryota	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta polymorpha
reverse_FUN_ITS_103	Eukaryota	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Oxyporus	Oxyporus sp. MEL 2382667
reverse_FUN_ITS_104	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula thielavioides
reverse_FUN_ITS_105	Eukaryota	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Subramaniula	Subramaniula obscura
reverse_FUN_ITS_107	Eukaryota	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia globosa
reverse_FUN_ITS_114	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala equina
reverse_FUN_ITS_116	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium limoniforme
reverse_FUN_ITS_117	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	Leptosphaerulina australis
reverse_FUN_ITS_118	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Leptosphaerulina	Xenodidymella sp.
reverse_FUN_ITS_120	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium spinulosum
reverse_FUN_ITS_122	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Massarina	Massarina rubi
reverse_FUN_ITS_125	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_126	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_127	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia aemulans
reverse_FUN_ITS_130	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Cylindrodendrum	Cylindrodendrum alicantinum
reverse_FUN_ITS_131	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala equina
reverse_FUN_ITS_132	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala equina
reverse_FUN_ITS_136	Eukaryota	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Melnikomyces	Melnikomyces thailandicus
reverse_FUN_ITS_137	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
reverse_FUN_ITS_141	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis biciliata
reverse_FUN_ITS_146	Eukaryota	Mucoromycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella alpina
reverse_FUN_ITS_147	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia grandispora
reverse_FUN_ITS_148	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia grandispora
reverse_FUN_ITS_149	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia grandispora
reverse_FUN_ITS_150	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Monodictys	Monodictys castaneae
reverse_FUN_ITS_151	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	NA	Monodictys	Monodictys castaneae
reverse_FUN_ITS_152	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia grandispora
reverse_FUN_ITS_154	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia grandispora
reverse_FUN_ITS_155	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	Pestalotiopsis uvicola
reverse_FUN_ITS_158	Eukaryota	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	Cephaliophora tropica
reverse_FUN_ITS_159	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia grandispora
reverse_FUN_ITS_160	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Dactylonectria macrodidyma
reverse_FUN_ITS_166	Eukaryota	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Cladosporium	Cladosporium herbarum
reverse_FUN_ITS_175	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium nygamai
reverse_FUN_ITS_181	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Phoma sp.
reverse_FUN_ITS_182	Eukaryota	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus chevalieri
reverse_FUN_ITS_183	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormia	Sporormia sp. BAB-4550
reverse_FUN_ITS_186	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium nygamai
reverse_FUN_ITS_187	Eukaryota	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium nygamai
reverse_FUN_ITS_188	Eukaryota	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma piceae
reverse_FUN_ITS_189	Eukaryota	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma piceae
reverse_FUN_ITS_210	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra
reverse_FUN_ITS_211	Eukaryota	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	Alternaria atra
