numsampled	0.03-FUN_ITS_1_10_S10_L001	lci-FUN_ITS_1_10_S10_L001	hci-FUN_ITS_1_10_S10_L001	0.03-FUN_ITS_1_15_S15_L001	lci-FUN_ITS_1_15_S15_L001	hci-FUN_ITS_1_15_S15_L001	0.03-FUN_ITS_1_1_S1_L001	lci-FUN_ITS_1_1_S1_L001	hci-FUN_ITS_1_1_S1_L001	0.03-FUN_ITS_1_20_S20_L001	lci-FUN_ITS_1_20_S20_L001	hci-FUN_ITS_1_20_S20_L001	0.03-FUN_ITS_1_23_S23_L001	lci-FUN_ITS_1_23_S23_L001	hci-FUN_ITS_1_23_S23_L001	0.03-FUN_ITS_1_25_S25_L001	lci-FUN_ITS_1_25_S25_L001	hci-FUN_ITS_1_25_S25_L001	0.03-FUN_ITS_1_28_S28_L001	lci-FUN_ITS_1_28_S28_L001	hci-FUN_ITS_1_28_S28_L001	0.03-FUN_ITS_1_30_S30_L001	lci-FUN_ITS_1_30_S30_L001	hci-FUN_ITS_1_30_S30_L001	0.03-FUN_ITS_1_31_S31_L001	lci-FUN_ITS_1_31_S31_L001	hci-FUN_ITS_1_31_S31_L001	0.03-FUN_ITS_1_33_S33_L001	lci-FUN_ITS_1_33_S33_L001	hci-FUN_ITS_1_33_S33_L001	0.03-FUN_ITS_1_35_S35_L001	lci-FUN_ITS_1_35_S35_L001	hci-FUN_ITS_1_35_S35_L001	0.03-FUN_ITS_1_3_S3_L001	lci-FUN_ITS_1_3_S3_L001	hci-FUN_ITS_1_3_S3_L001	0.03-FUN_ITS_1_40_S40_L001	lci-FUN_ITS_1_40_S40_L001	hci-FUN_ITS_1_40_S40_L001	0.03-FUN_ITS_1_47_S47_L001	lci-FUN_ITS_1_47_S47_L001	hci-FUN_ITS_1_47_S47_L001	0.03-FUN_ITS_1_51_S51_L001	lci-FUN_ITS_1_51_S51_L001	hci-FUN_ITS_1_51_S51_L001	0.03-FUN_ITS_1_56_S56_L001	lci-FUN_ITS_1_56_S56_L001	hci-FUN_ITS_1_56_S56_L001	0.03-FUN_ITS_1_57_S57_L001	lci-FUN_ITS_1_57_S57_L001	hci-FUN_ITS_1_57_S57_L001	0.03-FUN_ITS_1_58_S58_L001	lci-FUN_ITS_1_58_S58_L001	hci-FUN_ITS_1_58_S58_L001	0.03-FUN_ITS_1_59_S59_L001	lci-FUN_ITS_1_59_S59_L001	hci-FUN_ITS_1_59_S59_L001	0.03-FUN_ITS_1_5_S5_L001	lci-FUN_ITS_1_5_S5_L001	hci-FUN_ITS_1_5_S5_L001
99	11.636000	8.000000	15.000000	15.940000	12.000000	20.000000	17.612000	14.000000	21.000000	13.880000	12.000000	15.000000	1.764000	1.000000	2.000000	13.260000	11.000000	15.000000	4.000000	4.000000	4.000000	7.328000	6.000000	8.000000	1.276000	1.000000	2.000000	14.896000	11.000000	18.000000	18.136000	15.000000	22.000000	10.068000	8.000000	11.000000	8.928000	6.000000	12.000000	14.064000	11.000000	17.000000	12.252000	9.000000	15.000000	29.380000	25.000000	33.000000	24.504000	20.000000	29.000000	18.544000	15.000000	23.000000	21.960000	18.000000	26.000000	17.312000	15.000000	20.000000
100	11.656000	9.000000	15.000000	15.980000	12.000000	20.000000	17.644000	14.000000	21.000000	13.888000	12.000000	15.000000	1.764000	1.000000	2.000000	13.272000	11.000000	15.000000	4.000000	4.000000	4.000000	7.328000	6.000000	8.000000	1.276000	1.000000	2.000000	14.920000	11.000000	18.000000	18.148000	15.000000	22.000000	10.072000	8.000000	11.000000	8.940000	6.000000	12.000000	14.076000	11.000000	17.000000	12.276000	9.000000	15.000000	29.476000	25.000000	34.000000	24.612000	20.000000	29.000000	18.596000	15.000000	23.000000	22.040000	18.000000	26.000000	17.324000	15.000000	20.000000
101	11.696000	9.000000	15.000000	16.044000	12.000000	20.000000	17.696000	14.000000	21.000000	13.896000	12.000000	15.000000	1.768000	1.000000	2.000000	13.300000	11.000000	15.000000	4.000000	4.000000	4.000000	7.332000	6.000000	8.000000	1.280000	1.000000	2.000000	14.968000	11.000000	18.000000	18.184000	15.000000	22.000000	10.088000	8.000000	11.000000	8.968000	6.000000	12.000000	14.104000	11.000000	17.000000	12.316000	10.000000	15.000000	29.584000	25.000000	34.000000	24.728000	20.000000	29.000000	18.672000	15.000000	23.000000	22.104000	18.000000	26.000000	17.348000	15.000000	20.000000
102	11.752000	9.000000	15.000000	16.128000	12.000000	20.000000	17.760000	14.000000	21.000000	13.916000	12.000000	15.000000	1.772000	1.000000	2.000000	13.340000	11.000000	15.000000	4.000000	4.000000	4.000000	7.352000	6.000000	8.000000	1.280000	1.000000	2.000000	15.028000	11.000000	18.000000	18.248000	15.000000	22.000000	10.108000	8.000000	11.000000	9.016000	6.000000	12.000000	14.132000	12.000000	17.000000	12.372000	10.000000	15.000000	29.676000	25.000000	34.000000	24.852000	20.000000	29.000000	18.756000	15.000000	23.000000	22.208000	18.000000	26.000000	17.392000	15.000000	20.000000
103	11.812000	9.000000	15.000000	16.216000	12.000000	21.000000	17.828000	14.000000	21.000000	13.932000	12.000000	15.000000	1.776000	1.000000	2.000000	13.368000	11.000000	15.000000	4.000000	4.000000	4.000000	7.360000	6.000000	8.000000	1.280000	1.000000	2.000000	15.084000	11.000000	18.000000	18.308000	15.000000	22.000000	10.128000	8.000000	11.000000	9.064000	6.000000	12.000000	14.160000	12.000000	17.000000	12.412000	10.000000	15.000000	29.792000	25.000000	34.000000	24.988000	20.000000	29.000000	18.840000	15.000000	23.000000	22.304000	18.000000	27.000000	17.436000	15.000000	20.000000
104	11.852000	9.000000	15.000000	16.268000	12.000000	21.000000	17.864000	14.000000	21.000000	13.948000	12.000000	15.000000	1.776000	1.000000	2.000000	13.388000	11.000000	15.000000	4.000000	4.000000	4.000000	7.368000	6.000000	8.000000	1.284000	1.000000	2.000000	15.128000	12.000000	18.000000	18.352000	15.000000	22.000000	10.144000	8.000000	11.000000	9.100000	6.000000	12.000000	14.192000	12.000000	17.000000	12.452000	10.000000	15.000000	29.856000	25.000000	34.000000	25.092000	20.000000	30.000000	18.912000	15.000000	23.000000	22.368000	18.000000	27.000000	17.468000	15.000000	20.000000
105	11.896000	9.000000	15.000000	16.368000	12.000000	21.000000	17.932000	15.000000	21.000000	13.976000	12.000000	15.000000	1.784000	1.000000	2.000000	13.412000	11.000000	15.000000	4.000000	4.000000	4.000000	7.384000	6.000000	8.000000	1.284000	1.000000	2.000000	15.184000	12.000000	18.000000	18.420000	15.000000	22.000000	10.152000	8.000000	11.000000	9.140000	6.000000	12.000000	14.228000	12.000000	17.000000	12.500000	10.000000	15.000000	29.956000	26.000000	34.000000	25.208000	20.000000	30.000000	19.004000	15.000000	23.000000	22.452000	18.000000	27.000000	17.496000	15.000000	20.000000
106	11.924000	9.000000	15.000000	16.432000	13.000000	21.000000	17.964000	15.000000	21.000000	14.000000	12.000000	15.000000	1.788000	1.000000	2.000000	13.440000	11.000000	15.000000	4.000000	4.000000	4.000000	7.392000	6.000000	8.000000	1.284000	1.000000	2.000000	15.216000	12.000000	18.000000	18.484000	15.000000	22.000000	10.168000	8.000000	11.000000	9.172000	6.000000	12.000000	14.252000	12.000000	17.000000	12.552000	10.000000	15.000000	30.048000	26.000000	34.000000	25.328000	21.000000	30.000000	19.076000	15.000000	23.000000	22.524000	18.000000	27.000000	17.528000	15.000000	20.000000
107	11.972000	9.000000	15.000000	16.524000	13.000000	21.000000	18.020000	15.000000	21.000000	14.028000	12.000000	15.000000	1.796000	1.000000	2.000000	13.468000	11.000000	15.000000	4.000000	4.000000	4.000000	7.404000	6.000000	8.000000	1.288000	1.000000	2.000000	15.272000	12.000000	18.000000	18.552000	15.000000	22.000000	10.188000	8.000000	11.000000	9.228000	6.000000	12.000000	14.308000	12.000000	17.000000	12.604000	10.000000	15.000000	30.148000	26.000000	34.000000	25.456000	21.000000	30.000000	19.176000	15.000000	23.000000	22.616000	18.000000	27.000000	17.592000	15.000000	20.000000
108	12.028000	9.000000	15.000000	16.620000	13.000000	21.000000	18.084000	15.000000	21.000000	14.052000	12.000000	15.000000	1.800000	1.000000	2.000000	13.504000	11.000000	15.000000	4.000000	4.000000	4.000000	7.416000	6.000000	8.000000	1.288000	1.000000	2.000000	15.336000	12.000000	19.000000	18.620000	15.000000	22.000000	10.216000	8.000000	11.000000	9.276000	7.000000	12.000000	14.332000	12.000000	17.000000	12.636000	10.000000	15.000000	30.260000	26.000000	34.000000	25.572000	21.000000	31.000000	19.260000	15.000000	24.000000	22.704000	19.000000	27.000000	17.632000	15.000000	20.000000
109	12.076000	9.000000	15.000000	16.708000	13.000000	21.000000	18.148000	15.000000	22.000000	14.072000	12.000000	15.000000	1.804000	1.000000	2.000000	13.548000	11.000000	15.000000	4.000000	4.000000	4.000000	7.432000	6.000000	8.000000	1.288000	1.000000	2.000000	15.380000	12.000000	19.000000	18.684000	15.000000	22.000000	10.240000	8.000000	11.000000	9.332000	7.000000	12.000000	14.364000	12.000000	17.000000	12.676000	10.000000	15.000000	30.360000	26.000000	34.000000	25.680000	21.000000	31.000000	19.336000	15.000000	24.000000	22.796000	19.000000	27.000000	17.672000	15.000000	20.000000
110	12.136000	9.000000	15.000000	16.792000	13.000000	21.000000	18.212000	15.000000	22.000000	14.096000	12.000000	15.000000	1.812000	1.000000	2.000000	13.584000	11.000000	15.000000	4.000000	4.000000	4.000000	7.440000	6.000000	8.000000	1.292000	1.000000	2.000000	15.428000	12.000000	19.000000	18.744000	15.000000	22.000000	10.268000	8.000000	11.000000	9.380000	7.000000	12.000000	14.388000	12.000000	17.000000	12.724000	10.000000	15.000000	30.464000	27.000000	34.000000	25.792000	21.000000	31.000000	19.408000	15.000000	24.000000	22.880000	19.000000	27.000000	17.704000	15.000000	20.000000
111	12.168000	9.000000	15.000000	16.856000	13.000000	21.000000	18.248000	15.000000	22.000000	14.100000	12.000000	15.000000	1.816000	1.000000	2.000000	13.604000	11.000000	15.000000	4.000000	4.000000	4.000000	7.444000	6.000000	8.000000	1.300000	1.000000	2.000000	15.460000	12.000000	19.000000	18.784000	15.000000	22.000000	10.288000	8.000000	11.000000	9.408000	7.000000	12.000000	14.412000	12.000000	17.000000	12.760000	10.000000	15.000000	30.528000	27.000000	34.000000	25.872000	21.000000	31.000000	19.464000	15.000000	24.000000	22.928000	19.000000	27.000000	17.744000	15.000000	20.000000
112	12.208000	9.000000	15.000000	16.928000	13.000000	21.000000	18.308000	15.000000	22.000000	14.112000	12.000000	15.000000	1.820000	1.000000	2.000000	13.620000	12.000000	15.000000	4.000000	4.000000	4.000000	7.448000	6.000000	8.000000	1.308000	1.000000	2.000000	15.516000	12.000000	19.000000	18.840000	16.000000	22.000000	10.300000	9.000000	11.000000	9.452000	7.000000	12.000000	14.440000	12.000000	17.000000	12.796000	10.000000	15.000000	30.616000	27.000000	34.000000	25.992000	21.000000	31.000000	19.528000	16.000000	24.000000	22.992000	19.000000	27.000000	17.768000	15.000000	20.000000
113	12.260000	9.000000	15.000000	17.012000	13.000000	21.000000	18.372000	15.000000	22.000000	14.156000	12.000000	15.000000	1.824000	1.000000	2.000000	13.648000	12.000000	15.000000	4.000000	4.000000	4.000000	7.468000	6.000000	8.000000	1.308000	1.000000	2.000000	15.564000	12.000000	19.000000	18.904000	16.000000	22.000000	10.320000	9.000000	11.000000	9.496000	7.000000	12.000000	14.484000	12.000000	17.000000	12.852000	10.000000	15.000000	30.712000	27.000000	34.000000	26.096000	21.000000	31.000000	19.612000	16.000000	24.000000	23.080000	19.000000	27.000000	17.804000	15.000000	20.000000
114	12.300000	9.000000	15.000000	17.064000	13.000000	21.000000	18.424000	15.000000	22.000000	14.172000	12.000000	15.000000	1.824000	1.000000	2.000000	13.672000	12.000000	15.000000	4.000000	4.000000	4.000000	7.472000	6.000000	8.000000	1.312000	1.000000	2.000000	15.604000	12.000000	19.000000	18.944000	16.000000	22.000000	10.332000	9.000000	11.000000	9.528000	7.000000	12.000000	14.508000	12.000000	17.000000	12.892000	10.000000	15.000000	30.788000	27.000000	35.000000	26.160000	22.000000	31.000000	19.660000	16.000000	24.000000	23.124000	19.000000	27.000000	17.832000	15.000000	20.000000
115	12.356000	10.000000	15.000000	17.152000	13.000000	21.000000	18.492000	15.000000	22.000000	14.184000	12.000000	15.000000	1.832000	1.000000	2.000000	13.696000	12.000000	15.000000	4.000000	4.000000	4.000000	7.484000	6.000000	8.000000	1.332000	1.000000	2.000000	15.660000	12.000000	19.000000	19.016000	16.000000	22.000000	10.348000	9.000000	11.000000	9.580000	7.000000	12.000000	14.568000	12.000000	17.000000	12.948000	10.000000	15.000000	30.896000	27.000000	35.000000	26.288000	22.000000	31.000000	19.752000	16.000000	24.000000	23.244000	19.000000	27.000000	17.896000	15.000000	20.000000
116	12.404000	10.000000	15.000000	17.240000	13.000000	21.000000	18.544000	15.000000	22.000000	14.208000	12.000000	15.000000	1.836000	1.000000	2.000000	13.720000	12.000000	15.000000	4.000000	4.000000	4.000000	7.496000	6.000000	8.000000	1.336000	1.000000	2.000000	15.712000	13.000000	19.000000	19.072000	16.000000	22.000000	10.368000	9.000000	11.000000	9.620000	7.000000	12.000000	14.608000	12.000000	17.000000	13.000000	10.000000	15.000000	30.980000	27.000000	35.000000	26.396000	22.000000	31.000000	19.832000	16.000000	24.000000	23.324000	19.000000	27.000000	17.944000	15.000000	20.000000
117	12.432000	10.000000	15.000000	17.296000	13.000000	21.000000	18.588000	15.000000	22.000000	14.212000	12.000000	15.000000	1.836000	1.000000	2.000000	13.736000	12.000000	15.000000	4.000000	4.000000	4.000000	7.500000	6.000000	8.000000	1.336000	1.000000	2.000000	15.752000	13.000000	19.000000	19.104000	16.000000	22.000000	10.372000	9.000000	11.000000	9.648000	7.000000	12.000000	14.640000	12.000000	17.000000	13.032000	11.000000	15.000000	31.072000	28.000000	35.000000	26.496000	22.000000	31.000000	19.900000	16.000000	24.000000	23.388000	19.000000	27.000000	17.976000	16.000000	20.000000
118	12.480000	10.000000	15.000000	17.364000	13.000000	21.000000	18.652000	15.000000	22.000000	14.232000	12.000000	15.000000	1.848000	1.000000	2.000000	13.756000	12.000000	15.000000	4.000000	4.000000	4.000000	7.508000	6.000000	8.000000	1.336000	1.000000	2.000000	15.796000	13.000000	19.000000	19.164000	16.000000	22.000000	10.380000	9.000000	11.000000	9.692000	7.000000	12.000000	14.672000	12.000000	17.000000	13.068000	11.000000	16.000000	31.148000	28.000000	35.000000	26.600000	22.000000	31.000000	19.964000	16.000000	24.000000	23.480000	19.000000	27.000000	18.008000	16.000000	21.000000
119	12.500000	10.000000	15.000000	17.404000	13.000000	21.000000	18.680000	16.000000	22.000000	14.248000	12.000000	15.000000	1.852000	1.000000	2.000000	13.776000	12.000000	15.000000	4.000000	4.000000	4.000000	7.516000	6.000000	8.000000	1.336000	1.000000	2.000000	15.820000	13.000000	19.000000	19.196000	16.000000	22.000000	10.396000	9.000000	11.000000	9.712000	7.000000	12.000000	14.692000	12.000000	17.000000	13.092000	11.000000	16.000000	31.204000	28.000000	35.000000	26.676000	22.000000	31.000000	20.012000	16.000000	24.000000	23.520000	20.000000	27.000000	18.028000	16.000000	21.000000
120	12.536000	10.000000	15.000000	17.472000	13.000000	21.000000	18.724000	16.000000	22.000000	14.268000	12.000000	15.000000	1.852000	1.000000	2.000000	13.796000	12.000000	15.000000	4.000000	4.000000	4.000000	7.528000	6.000000	8.000000	1.344000	1.000000	2.000000	15.856000	13.000000	19.000000	19.244000	16.000000	22.000000	10.416000	9.000000	11.000000	9.740000	7.000000	12.000000	14.712000	12.000000	17.000000	13.112000	11.000000	16.000000	31.304000	28.000000	35.000000	26.780000	22.000000	32.000000	20.088000	16.000000	24.000000	23.592000	20.000000	28.000000	18.048000	16.000000	21.000000
121	12.592000	10.000000	15.000000	17.564000	14.000000	21.000000	18.796000	16.000000	22.000000	14.288000	13.000000	15.000000	1.856000	1.000000	2.000000	13.840000	12.000000	15.000000	4.000000	4.000000	4.000000	7.544000	6.000000	8.000000	1.344000	1.000000	2.000000	15.928000	13.000000	19.000000	19.316000	16.000000	22.000000	10.432000	9.000000	11.000000	9.804000	7.000000	12.000000	14.764000	12.000000	17.000000	13.164000	11.000000	16.000000	31.440000	28.000000	35.000000	26.916000	22.000000	32.000000	20.192000	16.000000	25.000000	23.696000	20.000000	28.000000	18.100000	16.000000	21.000000
122	12.624000	10.000000	15.000000	17.608000	14.000000	21.000000	18.832000	16.000000	22.000000	14.300000	13.000000	15.000000	1.856000	1.000000	2.000000	13.852000	12.000000	15.000000	4.000000	4.000000	4.000000	7.548000	6.000000	8.000000	1.348000	1.000000	2.000000	15.968000	13.000000	19.000000	19.348000	16.000000	22.000000	10.440000	9.000000	11.000000	9.832000	7.000000	12.000000	14.780000	12.000000	17.000000	13.184000	11.000000	16.000000	31.524000	28.000000	35.000000	27.000000	23.000000	32.000000	20.260000	17.000000	25.000000	23.764000	20.000000	28.000000	18.124000	16.000000	21.000000
123	12.664000	10.000000	15.000000	17.684000	14.000000	22.000000	18.896000	16.000000	22.000000	14.316000	13.000000	15.000000	1.856000	1.000000	2.000000	13.860000	12.000000	15.000000	4.000000	4.000000	4.000000	7.548000	6.000000	8.000000	1.348000	1.000000	2.000000	16.024000	13.000000	19.000000	19.408000	16.000000	23.000000	10.444000	9.000000	11.000000	9.880000	7.000000	12.000000	14.812000	12.000000	17.000000	13.220000	11.000000	16.000000	31.624000	28.000000	35.000000	27.108000	23.000000	32.000000	20.340000	17.000000	25.000000	23.868000	20.000000	28.000000	18.156000	16.000000	21.000000
124	12.716000	10.000000	15.000000	17.784000	14.000000	22.000000	18.984000	16.000000	22.000000	14.344000	13.000000	15.000000	1.868000	1.000000	2.000000	13.892000	12.000000	15.000000	4.000000	4.000000	4.000000	7.568000	6.000000	8.000000	1.348000	1.000000	2.000000	16.096000	13.000000	19.000000	19.476000	17.000000	23.000000	10.460000	9.000000	11.000000	9.920000	7.000000	12.000000	14.852000	13.000000	17.000000	13.264000	11.000000	16.000000	31.744000	28.000000	36.000000	27.228000	23.000000	32.000000	20.440000	17.000000	25.000000	23.964000	20.000000	28.000000	18.204000	16.000000	21.000000
125	12.740000	10.000000	15.000000	17.852000	14.000000	22.000000	19.040000	16.000000	22.000000	14.356000	13.000000	15.000000	1.868000	1.000000	2.000000	13.928000	12.000000	15.000000	4.000000	4.000000	4.000000	7.568000	6.000000	8.000000	1.348000	1.000000	2.000000	16.148000	13.000000	19.000000	19.528000	17.000000	23.000000	10.476000	9.000000	11.000000	9.956000	7.000000	12.000000	14.872000	13.000000	17.000000	13.312000	11.000000	16.000000	31.832000	28.000000	36.000000	27.336000	23.000000	32.000000	20.496000	17.000000	25.000000	24.044000	20.000000	28.000000	18.236000	16.000000	21.000000
126	12.792000	10.000000	15.000000	17.928000	15.000000	22.000000	19.092000	16.000000	22.000000	14.364000	13.000000	15.000000	1.872000	1.000000	2.000000	13.960000	12.000000	15.000000	4.000000	4.000000	4.000000	7.580000	6.000000	8.000000	1.348000	1.000000	2.000000	16.200000	13.000000	19.000000	19.588000	17.000000	23.000000	10.492000	9.000000	11.000000	10.000000	7.000000	12.000000	14.912000	13.000000	17.000000	13.356000	11.000000	16.000000	31.920000	28.000000	36.000000	27.460000	23.000000	32.000000	20.580000	17.000000	25.000000	24.112000	20.000000	28.000000	18.284000	16.000000	21.000000
127	12.832000	10.000000	15.000000	17.980000	15.000000	22.000000	19.136000	16.000000	22.000000	14.380000	13.000000	15.000000	1.876000	1.000000	2.000000	13.976000	12.000000	15.000000	4.000000	4.000000	4.000000	7.588000	6.000000	8.000000	1.348000	1.000000	2.000000	16.232000	13.000000	19.000000	19.628000	17.000000	23.000000	10.504000	9.000000	11.000000	10.020000	7.000000	12.000000	14.940000	13.000000	17.000000	13.388000	11.000000	16.000000	31.984000	29.000000	36.000000	27.536000	24.000000	32.000000	20.628000	17.000000	25.000000	24.164000	20.000000	28.000000	18.304000	16.000000	21.000000
128	12.872000	10.000000	15.000000	18.028000	15.000000	22.000000	19.196000	16.000000	22.000000	14.388000	13.000000	15.000000	1.876000	1.000000	2.000000	13.992000	12.000000	15.000000	4.000000	4.000000	4.000000	7.592000	6.000000	8.000000	1.352000	1.000000	2.000000	16.288000	13.000000	19.000000	19.660000	17.000000	23.000000	10.516000	9.000000	11.000000	10.048000	7.000000	12.000000	14.972000	13.000000	17.000000	13.420000	11.000000	16.000000	32.084000	29.000000	36.000000	27.644000	24.000000	32.000000	20.676000	17.000000	25.000000	24.224000	21.000000	28.000000	18.336000	16.000000	21.000000
129	12.920000	10.000000	15.000000	18.096000	15.000000	22.000000	19.248000	16.000000	22.000000	14.400000	13.000000	15.000000	1.876000	1.000000	2.000000	14.004000	12.000000	15.000000	4.000000	4.000000	4.000000	7.600000	6.000000	8.000000	1.356000	1.000000	2.000000	16.344000	13.000000	19.000000	19.712000	17.000000	23.000000	10.524000	9.000000	11.000000	10.080000	7.000000	12.000000	15.008000	13.000000	17.000000	13.468000	11.000000	16.000000	32.168000	29.000000	36.000000	27.760000	24.000000	32.000000	20.756000	17.000000	25.000000	24.312000	21.000000	28.000000	18.368000	16.000000	21.000000
130	12.976000	10.000000	15.000000	18.172000	15.000000	22.000000	19.312000	16.000000	22.000000	14.420000	13.000000	15.000000	1.888000	1.000000	2.000000	14.040000	12.000000	15.000000	4.000000	4.000000	4.000000	7.616000	6.000000	8.000000	1.360000	1.000000	2.000000	16.392000	13.000000	19.000000	19.784000	17.000000	23.000000	10.540000	9.000000	11.000000	10.132000	8.000000	12.000000	15.060000	13.000000	17.000000	13.520000	11.000000	16.000000	32.280000	29.000000	36.000000	27.876000	24.000000	32.000000	20.832000	18.000000	25.000000	24.400000	21.000000	28.000000	18.420000	16.000000	21.000000
131	13.012000	10.000000	16.000000	18.252000	15.000000	22.000000	19.356000	16.000000	22.000000	14.440000	13.000000	15.000000	1.896000	1.000000	2.000000	14.060000	12.000000	15.000000	4.000000	4.000000	4.000000	7.628000	6.000000	8.000000	1.364000	1.000000	2.000000	16.432000	14.000000	19.000000	19.824000	17.000000	23.000000	10.552000	9.000000	11.000000	10.184000	8.000000	12.000000	15.092000	13.000000	17.000000	13.556000	11.000000	16.000000	32.336000	29.000000	36.000000	27.972000	24.000000	33.000000	20.904000	18.000000	25.000000	24.456000	21.000000	28.000000	18.464000	16.000000	21.000000
132	13.048000	11.000000	16.000000	18.320000	15.000000	22.000000	19.400000	16.000000	22.000000	14.456000	13.000000	15.000000	1.896000	1.000000	2.000000	14.072000	12.000000	15.000000	4.000000	4.000000	4.000000	7.632000	6.000000	8.000000	1.368000	1.000000	2.000000	16.464000	14.000000	19.000000	19.872000	17.000000	23.000000	10.556000	9.000000	11.000000	10.216000	8.000000	12.000000	15.116000	13.000000	17.000000	13.592000	11.000000	16.000000	32.392000	29.000000	36.000000	28.052000	24.000000	33.000000	20.980000	18.000000	25.000000	24.520000	21.000000	28.000000	18.492000	16.000000	21.000000
133	13.088000	11.000000	16.000000	18.368000	15.000000	22.000000	19.436000	17.000000	22.000000	14.464000	13.000000	15.000000	1.896000	1.000000	2.000000	14.092000	12.000000	15.000000	4.000000	4.000000	4.000000	7.636000	6.000000	8.000000	1.368000	1.000000	2.000000	16.496000	14.000000	19.000000	19.912000	17.000000	23.000000	10.568000	9.000000	11.000000	10.236000	8.000000	12.000000	15.124000	13.000000	17.000000	13.608000	11.000000	16.000000	32.440000	29.000000	36.000000	28.128000	24.000000	33.000000	21.036000	18.000000	25.000000	24.572000	21.000000	28.000000	18.516000	16.000000	21.000000
134	13.116000	11.000000	16.000000	18.416000	15.000000	22.000000	19.468000	17.000000	22.000000	14.484000	13.000000	15.000000	1.896000	1.000000	2.000000	14.100000	12.000000	15.000000	4.000000	4.000000	4.000000	7.640000	6.000000	8.000000	1.368000	1.000000	2.000000	16.540000	14.000000	19.000000	19.948000	17.000000	23.000000	10.568000	9.000000	11.000000	10.260000	8.000000	13.000000	15.144000	13.000000	17.000000	13.632000	11.000000	16.000000	32.516000	29.000000	36.000000	28.208000	24.000000	33.000000	21.084000	18.000000	25.000000	24.632000	21.000000	28.000000	18.536000	16.000000	21.000000
135	13.132000	11.000000	16.000000	18.460000	15.000000	22.000000	19.492000	17.000000	22.000000	14.488000	13.000000	15.000000	1.904000	1.000000	2.000000	14.108000	12.000000	15.000000	4.000000	4.000000	4.000000	7.648000	6.000000	8.000000	1.368000	1.000000	2.000000	16.568000	14.000000	19.000000	19.980000	17.000000	23.000000	10.572000	9.000000	11.000000	10.280000	8.000000	13.000000	15.164000	13.000000	17.000000	13.644000	11.000000	16.000000	32.568000	29.000000	36.000000	28.272000	24.000000	33.000000	21.132000	18.000000	25.000000	24.680000	21.000000	28.000000	18.548000	16.000000	21.000000
136	13.168000	11.000000	16.000000	18.512000	15.000000	22.000000	19.548000	17.000000	23.000000	14.488000	13.000000	15.000000	1.904000	1.000000	2.000000	14.124000	12.000000	15.000000	4.000000	4.000000	4.000000	7.648000	6.000000	8.000000	1.368000	1.000000	2.000000	16.616000	14.000000	19.000000	20.024000	17.000000	23.000000	10.576000	9.000000	11.000000	10.304000	8.000000	13.000000	15.172000	13.000000	17.000000	13.672000	11.000000	16.000000	32.644000	29.000000	36.000000	28.384000	24.000000	33.000000	21.196000	18.000000	25.000000	24.756000	21.000000	28.000000	18.560000	16.000000	21.000000
137	13.212000	11.000000	16.000000	18.588000	15.000000	22.000000	19.604000	17.000000	23.000000	14.496000	13.000000	15.000000	1.904000	1.000000	2.000000	14.148000	12.000000	15.000000	4.000000	4.000000	4.000000	7.652000	6.000000	8.000000	1.380000	1.000000	2.000000	16.668000	14.000000	19.000000	20.072000	17.000000	23.000000	10.596000	9.000000	11.000000	10.352000	8.000000	13.000000	15.200000	13.000000	17.000000	13.716000	11.000000	16.000000	32.724000	29.000000	36.000000	28.484000	24.000000	33.000000	21.272000	18.000000	25.000000	24.836000	21.000000	28.000000	18.604000	16.000000	21.000000
138	13.252000	11.000000	16.000000	18.652000	15.000000	22.000000	19.668000	17.000000	23.000000	14.504000	13.000000	15.000000	1.904000	1.000000	2.000000	14.160000	12.000000	15.000000	4.000000	4.000000	4.000000	7.656000	6.000000	8.000000	1.384000	1.000000	2.000000	16.728000	14.000000	20.000000	20.132000	17.000000	23.000000	10.604000	9.000000	11.000000	10.404000	8.000000	13.000000	15.228000	13.000000	17.000000	13.752000	11.000000	16.000000	32.836000	30.000000	36.000000	28.596000	24.000000	33.000000	21.344000	18.000000	25.000000	24.932000	21.000000	28.000000	18.640000	16.000000	21.000000
139	13.272000	11.000000	16.000000	18.704000	15.000000	22.000000	19.704000	17.000000	23.000000	14.508000	13.000000	15.000000	1.908000	1.000000	2.000000	14.168000	12.000000	15.000000	4.000000	4.000000	4.000000	7.656000	6.000000	8.000000	1.388000	1.000000	2.000000	16.756000	14.000000	20.000000	20.156000	17.000000	23.000000	10.608000	9.000000	11.000000	10.428000	8.000000	13.000000	15.248000	13.000000	17.000000	13.780000	11.000000	16.000000	32.900000	30.000000	37.000000	28.684000	24.000000	33.000000	21.400000	18.000000	25.000000	24.980000	21.000000	28.000000	18.668000	16.000000	21.000000
140	13.304000	11.000000	16.000000	18.752000	15.000000	22.000000	19.740000	17.000000	23.000000	14.516000	13.000000	15.000000	1.908000	1.000000	2.000000	14.196000	12.000000	15.000000	4.000000	4.000000	4.000000	7.664000	6.000000	8.000000	1.392000	1.000000	2.000000	16.796000	14.000000	20.000000	20.196000	17.000000	23.000000	10.616000	9.000000	11.000000	10.460000	8.000000	13.000000	15.272000	13.000000	17.000000	13.820000	11.000000	16.000000	32.980000	30.000000	37.000000	28.768000	24.000000	33.000000	21.460000	18.000000	25.000000	25.048000	21.000000	29.000000	18.700000	16.000000	21.000000
