numsampled	0.03-FUN_ITS_1_10_S10_L001	lci-FUN_ITS_1_10_S10_L001	hci-FUN_ITS_1_10_S10_L001	0.03-FUN_ITS_1_15_S15_L001	lci-FUN_ITS_1_15_S15_L001	hci-FUN_ITS_1_15_S15_L001	0.03-FUN_ITS_1_1_S1_L001	lci-FUN_ITS_1_1_S1_L001	hci-FUN_ITS_1_1_S1_L001	0.03-FUN_ITS_1_20_S20_L001	lci-FUN_ITS_1_20_S20_L001	hci-FUN_ITS_1_20_S20_L001	0.03-FUN_ITS_1_23_S23_L001	lci-FUN_ITS_1_23_S23_L001	hci-FUN_ITS_1_23_S23_L001	0.03-FUN_ITS_1_25_S25_L001	lci-FUN_ITS_1_25_S25_L001	hci-FUN_ITS_1_25_S25_L001	0.03-FUN_ITS_1_28_S28_L001	lci-FUN_ITS_1_28_S28_L001	hci-FUN_ITS_1_28_S28_L001	0.03-FUN_ITS_1_30_S30_L001	lci-FUN_ITS_1_30_S30_L001	hci-FUN_ITS_1_30_S30_L001	0.03-FUN_ITS_1_31_S31_L001	lci-FUN_ITS_1_31_S31_L001	hci-FUN_ITS_1_31_S31_L001	0.03-FUN_ITS_1_33_S33_L001	lci-FUN_ITS_1_33_S33_L001	hci-FUN_ITS_1_33_S33_L001	0.03-FUN_ITS_1_35_S35_L001	lci-FUN_ITS_1_35_S35_L001	hci-FUN_ITS_1_35_S35_L001	0.03-FUN_ITS_1_3_S3_L001	lci-FUN_ITS_1_3_S3_L001	hci-FUN_ITS_1_3_S3_L001	0.03-FUN_ITS_1_40_S40_L001	lci-FUN_ITS_1_40_S40_L001	hci-FUN_ITS_1_40_S40_L001	0.03-FUN_ITS_1_47_S47_L001	lci-FUN_ITS_1_47_S47_L001	hci-FUN_ITS_1_47_S47_L001	0.03-FUN_ITS_1_51_S51_L001	lci-FUN_ITS_1_51_S51_L001	hci-FUN_ITS_1_51_S51_L001	0.03-FUN_ITS_1_56_S56_L001	lci-FUN_ITS_1_56_S56_L001	hci-FUN_ITS_1_56_S56_L001	0.03-FUN_ITS_1_57_S57_L001	lci-FUN_ITS_1_57_S57_L001	hci-FUN_ITS_1_57_S57_L001	0.03-FUN_ITS_1_58_S58_L001	lci-FUN_ITS_1_58_S58_L001	hci-FUN_ITS_1_58_S58_L001	0.03-FUN_ITS_1_59_S59_L001	lci-FUN_ITS_1_59_S59_L001	hci-FUN_ITS_1_59_S59_L001	0.03-FUN_ITS_1_5_S5_L001	lci-FUN_ITS_1_5_S5_L001	hci-FUN_ITS_1_5_S5_L001
141	13.328000	11.000000	16.000000	18.792000	15.000000	22.000000	19.772000	17.000000	23.000000	14.520000	13.000000	15.000000	1.908000	1.000000	2.000000	14.208000	12.000000	15.000000	4.000000	4.000000	4.000000	7.664000	6.000000	8.000000	1.392000	1.000000	2.000000	16.824000	14.000000	20.000000	20.228000	17.000000	23.000000	10.616000	9.000000	11.000000	10.488000	8.000000	13.000000	15.292000	13.000000	17.000000	13.832000	11.000000	16.000000	33.040000	30.000000	37.000000	28.836000	25.000000	34.000000	21.508000	18.000000	26.000000	25.112000	22.000000	29.000000	18.728000	16.000000	21.000000
142	13.348000	11.000000	16.000000	18.848000	15.000000	22.000000	19.804000	17.000000	23.000000	14.524000	13.000000	15.000000	1.908000	1.000000	2.000000	14.216000	12.000000	15.000000	4.000000	4.000000	4.000000	7.664000	6.000000	8.000000	1.392000	1.000000	2.000000	16.860000	14.000000	20.000000	20.272000	17.000000	23.000000	10.628000	9.000000	11.000000	10.504000	8.000000	13.000000	15.304000	13.000000	17.000000	13.844000	11.000000	16.000000	33.116000	30.000000	37.000000	28.952000	25.000000	34.000000	21.576000	18.000000	26.000000	25.172000	22.000000	29.000000	18.744000	16.000000	21.000000
143	13.372000	11.000000	16.000000	18.892000	15.000000	22.000000	19.844000	17.000000	23.000000	14.532000	13.000000	15.000000	1.908000	1.000000	2.000000	14.224000	12.000000	15.000000	4.000000	4.000000	4.000000	7.668000	6.000000	8.000000	1.396000	1.000000	2.000000	16.888000	14.000000	20.000000	20.312000	17.000000	23.000000	10.632000	9.000000	11.000000	10.524000	8.000000	13.000000	15.320000	13.000000	17.000000	13.864000	11.000000	16.000000	33.176000	30.000000	37.000000	29.016000	25.000000	34.000000	21.636000	18.000000	26.000000	25.232000	22.000000	29.000000	18.764000	16.000000	21.000000
144	13.412000	11.000000	16.000000	18.952000	15.000000	23.000000	19.880000	17.000000	23.000000	14.536000	13.000000	15.000000	1.908000	1.000000	2.000000	14.240000	12.000000	15.000000	4.000000	4.000000	4.000000	7.668000	6.000000	8.000000	1.396000	1.000000	2.000000	16.928000	14.000000	20.000000	20.368000	17.000000	23.000000	10.640000	9.000000	11.000000	10.556000	8.000000	13.000000	15.344000	13.000000	17.000000	13.892000	11.000000	16.000000	33.232000	30.000000	37.000000	29.096000	25.000000	34.000000	21.700000	18.000000	26.000000	25.300000	22.000000	29.000000	18.788000	16.000000	21.000000
145	13.440000	11.000000	16.000000	19.008000	15.000000	23.000000	19.916000	17.000000	23.000000	14.548000	13.000000	15.000000	1.908000	1.000000	2.000000	14.248000	12.000000	15.000000	4.000000	4.000000	4.000000	7.672000	6.000000	8.000000	1.400000	1.000000	2.000000	16.960000	14.000000	20.000000	20.404000	17.000000	23.000000	10.648000	9.000000	11.000000	10.584000	8.000000	13.000000	15.368000	13.000000	17.000000	13.920000	11.000000	16.000000	33.300000	30.000000	37.000000	29.172000	25.000000	34.000000	21.756000	18.000000	26.000000	25.360000	22.000000	29.000000	18.808000	16.000000	21.000000
146	13.468000	11.000000	16.000000	19.056000	16.000000	23.000000	19.948000	17.000000	23.000000	14.548000	13.000000	15.000000	1.912000	1.000000	2.000000	14.256000	12.000000	15.000000	4.000000	4.000000	4.000000	7.672000	6.000000	8.000000	1.404000	1.000000	2.000000	16.980000	14.000000	20.000000	20.444000	17.000000	23.000000	10.648000	9.000000	11.000000	10.608000	8.000000	13.000000	15.384000	13.000000	18.000000	13.944000	11.000000	16.000000	33.340000	30.000000	37.000000	29.240000	25.000000	34.000000	21.804000	18.000000	26.000000	25.420000	22.000000	29.000000	18.828000	16.000000	21.000000
147	13.508000	11.000000	16.000000	19.120000	16.000000	23.000000	20.000000	17.000000	23.000000	14.552000	13.000000	15.000000	1.916000	1.000000	2.000000	14.276000	12.000000	15.000000	4.000000	4.000000	4.000000	7.676000	6.000000	8.000000	1.404000	1.000000	2.000000	17.032000	14.000000	20.000000	20.492000	17.000000	24.000000	10.652000	9.000000	11.000000	10.644000	8.000000	13.000000	15.416000	13.000000	18.000000	13.980000	11.000000	16.000000	33.416000	30.000000	37.000000	29.328000	25.000000	34.000000	21.872000	18.000000	26.000000	25.496000	22.000000	29.000000	18.856000	16.000000	21.000000
148	13.552000	11.000000	16.000000	19.168000	16.000000	23.000000	20.040000	17.000000	23.000000	14.572000	13.000000	15.000000	1.916000	1.000000	2.000000	14.284000	12.000000	15.000000	4.000000	4.000000	4.000000	7.680000	6.000000	8.000000	1.412000	1.000000	2.000000	17.068000	14.000000	20.000000	20.540000	17.000000	24.000000	10.660000	9.000000	11.000000	10.680000	8.000000	13.000000	15.452000	13.000000	18.000000	14.028000	12.000000	16.000000	33.468000	30.000000	37.000000	29.396000	25.000000	34.000000	21.940000	18.000000	26.000000	25.556000	22.000000	29.000000	18.892000	16.000000	21.000000
149	13.568000	11.000000	16.000000	19.208000	16.000000	23.000000	20.072000	17.000000	23.000000	14.572000	13.000000	15.000000	1.916000	1.000000	2.000000	14.292000	12.000000	15.000000	4.000000	4.000000	4.000000	7.680000	6.000000	8.000000	1.412000	1.000000	2.000000	17.096000	14.000000	20.000000	20.564000	17.000000	24.000000	10.660000	9.000000	11.000000	10.688000	8.000000	13.000000	15.460000	13.000000	18.000000	14.052000	12.000000	16.000000	33.524000	30.000000	37.000000	29.460000	25.000000	34.000000	21.972000	18.000000	26.000000	25.596000	22.000000	29.000000	18.900000	16.000000	21.000000
150	13.620000	11.000000	16.000000	19.280000	16.000000	23.000000	20.128000	17.000000	23.000000	14.584000	13.000000	15.000000	1.920000	1.000000	2.000000	14.304000	12.000000	15.000000	4.000000	4.000000	4.000000	7.692000	6.000000	8.000000	1.412000	1.000000	2.000000	17.140000	14.000000	20.000000	20.624000	17.000000	24.000000	10.672000	9.000000	11.000000	10.740000	8.000000	13.000000	15.508000	13.000000	18.000000	14.100000	12.000000	16.000000	33.600000	30.000000	37.000000	29.552000	25.000000	34.000000	22.044000	18.000000	26.000000	25.676000	22.000000	29.000000	18.948000	16.000000	21.000000
151	13.652000	11.000000	16.000000	19.328000	16.000000	23.000000	20.168000	17.000000	23.000000	14.588000	13.000000	15.000000	1.920000	1.000000	2.000000	14.316000	12.000000	15.000000	4.000000	4.000000	4.000000	7.696000	6.000000	8.000000	1.416000	1.000000	2.000000	17.164000	14.000000	20.000000	20.660000	17.000000	24.000000	10.680000	9.000000	11.000000	10.760000	8.000000	13.000000	15.532000	13.000000	18.000000	14.124000	12.000000	16.000000	33.660000	30.000000	37.000000	29.636000	25.000000	34.000000	22.112000	18.000000	26.000000	25.736000	22.000000	29.000000	18.968000	16.000000	21.000000
152	13.664000	11.000000	16.000000	19.356000	16.000000	23.000000	20.192000	17.000000	23.000000	14.592000	13.000000	15.000000	1.920000	1.000000	2.000000	14.316000	12.000000	15.000000	4.000000	4.000000	4.000000	7.700000	6.000000	8.000000	1.420000	1.000000	2.000000	17.196000	14.000000	20.000000	20.684000	17.000000	24.000000	10.680000	9.000000	11.000000	10.780000	8.000000	13.000000	15.540000	13.000000	18.000000	14.132000	12.000000	16.000000	33.704000	30.000000	37.000000	29.684000	25.000000	34.000000	22.144000	18.000000	26.000000	25.788000	22.000000	29.000000	18.984000	16.000000	21.000000
153	13.680000	11.000000	16.000000	19.392000	16.000000	23.000000	20.212000	17.000000	23.000000	14.596000	13.000000	15.000000	1.920000	1.000000	2.000000	14.332000	13.000000	15.000000	4.000000	4.000000	4.000000	7.700000	6.000000	8.000000	1.420000	1.000000	2.000000	17.212000	14.000000	20.000000	20.700000	17.000000	24.000000	10.680000	9.000000	11.000000	10.788000	8.000000	13.000000	15.544000	13.000000	18.000000	14.144000	12.000000	16.000000	33.744000	30.000000	37.000000	29.732000	25.000000	34.000000	22.172000	18.000000	26.000000	25.824000	22.000000	29.000000	18.988000	16.000000	21.000000
154	13.704000	11.000000	16.000000	19.436000	16.000000	23.000000	20.236000	17.000000	23.000000	14.608000	13.000000	15.000000	1.920000	1.000000	2.000000	14.352000	13.000000	15.000000	4.000000	4.000000	4.000000	7.708000	7.000000	8.000000	1.420000	1.000000	2.000000	17.240000	14.000000	20.000000	20.732000	17.000000	24.000000	10.688000	10.000000	11.000000	10.812000	8.000000	13.000000	15.560000	13.000000	18.000000	14.164000	12.000000	16.000000	33.796000	31.000000	37.000000	29.804000	25.000000	34.000000	22.224000	18.000000	26.000000	25.864000	22.000000	29.000000	19.012000	16.000000	21.000000
155	13.732000	11.000000	16.000000	19.504000	16.000000	23.000000	20.272000	17.000000	23.000000	14.616000	13.000000	15.000000	1.920000	1.000000	2.000000	14.356000	13.000000	15.000000	4.000000	4.000000	4.000000	7.708000	7.000000	8.000000	1.424000	1.000000	2.000000	17.276000	15.000000	20.000000	20.768000	17.000000	24.000000	10.692000	10.000000	11.000000	10.844000	8.000000	13.000000	15.568000	13.000000	18.000000	14.180000	12.000000	17.000000	33.848000	31.000000	37.000000	29.892000	25.000000	35.000000	22.288000	18.000000	26.000000	25.920000	23.000000	29.000000	19.036000	16.000000	22.000000
156	13.756000	11.000000	16.000000	19.544000	16.000000	23.000000	20.304000	17.000000	23.000000	14.620000	13.000000	15.000000	1.920000	1.000000	2.000000	14.376000	13.000000	15.000000	4.000000	4.000000	4.000000	7.708000	7.000000	8.000000	1.424000	1.000000	2.000000	17.324000	15.000000	20.000000	20.808000	17.000000	24.000000	10.696000	10.000000	11.000000	10.880000	8.000000	13.000000	15.584000	13.000000	18.000000	14.200000	12.000000	17.000000	33.908000	31.000000	37.000000	29.968000	26.000000	35.000000	22.356000	18.000000	26.000000	25.980000	23.000000	29.000000	19.068000	17.000000	22.000000
157	13.784000	11.000000	16.000000	19.592000	16.000000	23.000000	20.344000	17.000000	23.000000	14.624000	13.000000	15.000000	1.920000	1.000000	2.000000	14.384000	13.000000	15.000000	4.000000	4.000000	4.000000	7.708000	7.000000	8.000000	1.428000	1.000000	2.000000	17.356000	15.000000	20.000000	20.832000	17.000000	24.000000	10.704000	10.000000	11.000000	10.904000	8.000000	13.000000	15.608000	13.000000	18.000000	14.228000	12.000000	17.000000	33.980000	31.000000	37.000000	30.032000	26.000000	35.000000	22.404000	18.000000	26.000000	26.036000	23.000000	30.000000	19.088000	17.000000	22.000000
158	13.800000	11.000000	16.000000	19.636000	16.000000	23.000000	20.372000	17.000000	23.000000	14.628000	13.000000	15.000000	1.920000	1.000000	2.000000	14.388000	13.000000	15.000000	4.000000	4.000000	4.000000	7.708000	7.000000	8.000000	1.432000	1.000000	2.000000	17.392000	15.000000	20.000000	20.848000	17.000000	24.000000	10.704000	10.000000	11.000000	10.924000	8.000000	13.000000	15.628000	13.000000	18.000000	14.256000	12.000000	17.000000	34.032000	31.000000	37.000000	30.112000	26.000000	35.000000	22.456000	18.000000	27.000000	26.092000	23.000000	30.000000	19.104000	17.000000	22.000000
159	13.828000	11.000000	16.000000	19.676000	16.000000	23.000000	20.408000	17.000000	23.000000	14.632000	13.000000	15.000000	1.924000	1.000000	2.000000	14.392000	13.000000	15.000000	4.000000	4.000000	4.000000	7.708000	7.000000	8.000000	1.432000	1.000000	2.000000	17.436000	15.000000	20.000000	20.872000	17.000000	24.000000	10.704000	10.000000	11.000000	10.952000	8.000000	13.000000	15.644000	13.000000	18.000000	14.280000	12.000000	17.000000	34.108000	31.000000	38.000000	30.188000	26.000000	35.000000	22.524000	18.000000	27.000000	26.148000	23.000000	30.000000	19.132000	17.000000	22.000000
160	13.840000	11.000000	16.000000	19.724000	16.000000	23.000000	20.436000	17.000000	23.000000	14.632000	13.000000	15.000000	1.924000	1.000000	2.000000	14.396000	13.000000	15.000000	4.000000	4.000000	4.000000	7.708000	7.000000	8.000000	1.432000	1.000000	2.000000	17.460000	15.000000	20.000000	20.896000	17.000000	24.000000	10.704000	10.000000	11.000000	10.972000	8.000000	13.000000	15.652000	13.000000	18.000000	14.284000	12.000000	17.000000	34.160000	31.000000	38.000000	30.288000	26.000000	35.000000	22.560000	18.000000	27.000000	26.188000	23.000000	30.000000	19.140000	17.000000	22.000000
161	13.860000	11.000000	16.000000	19.764000	16.000000	23.000000	20.460000	17.000000	23.000000	14.636000	13.000000	15.000000	1.924000	1.000000	2.000000	14.408000	13.000000	15.000000	4.000000	4.000000	4.000000	7.708000	7.000000	8.000000	1.432000	1.000000	2.000000	17.484000	15.000000	20.000000	20.932000	17.000000	24.000000	10.708000	10.000000	11.000000	10.988000	8.000000	13.000000	15.656000	13.000000	18.000000	14.304000	12.000000	17.000000	34.208000	31.000000	38.000000	30.376000	26.000000	35.000000	22.628000	18.000000	27.000000	26.224000	23.000000	30.000000	19.148000	17.000000	22.000000
162	13.880000	11.000000	16.000000	19.820000	16.000000	23.000000	20.488000	17.000000	23.000000	14.636000	13.000000	15.000000	1.924000	1.000000	2.000000	14.412000	13.000000	15.000000	4.000000	4.000000	4.000000	7.712000	7.000000	8.000000	1.432000	1.000000	2.000000	17.516000	15.000000	20.000000	20.972000	18.000000	24.000000	10.708000	10.000000	11.000000	11.020000	8.000000	13.000000	15.668000	14.000000	18.000000	14.320000	12.000000	17.000000	34.256000	31.000000	38.000000	30.460000	26.000000	35.000000	22.692000	18.000000	27.000000	26.276000	23.000000	30.000000	19.176000	17.000000	22.000000
163	13.904000	11.000000	16.000000	19.868000	16.000000	23.000000	20.520000	18.000000	23.000000	14.640000	13.000000	15.000000	1.924000	1.000000	2.000000	14.428000	13.000000	15.000000	4.000000	4.000000	4.000000	7.712000	7.000000	8.000000	1.436000	1.000000	2.000000	17.548000	15.000000	20.000000	21.000000	18.000000	24.000000	10.712000	10.000000	11.000000	11.036000	8.000000	13.000000	15.676000	14.000000	18.000000	14.348000	12.000000	17.000000	34.312000	31.000000	38.000000	30.528000	26.000000	35.000000	22.744000	19.000000	27.000000	26.320000	23.000000	30.000000	19.192000	17.000000	22.000000
164	13.920000	11.000000	16.000000	19.940000	16.000000	23.000000	20.544000	18.000000	23.000000	14.640000	13.000000	15.000000	1.928000	1.000000	2.000000	14.432000	13.000000	15.000000	4.000000	4.000000	4.000000	7.712000	7.000000	8.000000	1.440000	1.000000	2.000000	17.572000	15.000000	20.000000	21.024000	18.000000	24.000000	10.712000	10.000000	11.000000	11.048000	8.000000	13.000000	15.688000	14.000000	18.000000	14.364000	12.000000	17.000000	34.340000	31.000000	38.000000	30.600000	26.000000	35.000000	22.792000	19.000000	27.000000	26.352000	23.000000	30.000000	19.204000	17.000000	22.000000
165	13.952000	11.000000	16.000000	19.996000	16.000000	23.000000	20.604000	18.000000	23.000000	14.656000	14.000000	15.000000	1.936000	1.000000	2.000000	14.452000	13.000000	15.000000	4.000000	4.000000	4.000000	7.720000	7.000000	8.000000	1.440000	1.000000	2.000000	17.624000	15.000000	20.000000	21.068000	18.000000	24.000000	10.724000	10.000000	11.000000	11.072000	8.000000	13.000000	15.704000	14.000000	18.000000	14.392000	12.000000	17.000000	34.420000	31.000000	38.000000	30.684000	26.000000	35.000000	22.868000	19.000000	27.000000	26.404000	23.000000	30.000000	19.220000	17.000000	22.000000
166	13.980000	11.000000	16.000000	20.044000	16.000000	23.000000	20.640000	18.000000	24.000000	14.668000	14.000000	15.000000	1.940000	1.000000	2.000000	14.476000	13.000000	15.000000	4.000000	4.000000	4.000000	7.728000	7.000000	8.000000	1.444000	1.000000	2.000000	17.660000	15.000000	20.000000	21.108000	18.000000	24.000000	10.732000	10.000000	11.000000	11.100000	9.000000	13.000000	15.732000	14.000000	18.000000	14.428000	12.000000	17.000000	34.484000	31.000000	38.000000	30.768000	26.000000	36.000000	22.936000	19.000000	27.000000	26.464000	23.000000	30.000000	19.244000	17.000000	22.000000
167	14.008000	11.000000	16.000000	20.104000	16.000000	23.000000	20.676000	18.000000	24.000000	14.676000	14.000000	15.000000	1.940000	1.000000	2.000000	14.480000	13.000000	15.000000	4.000000	4.000000	4.000000	7.732000	7.000000	8.000000	1.452000	1.000000	2.000000	17.700000	15.000000	20.000000	21.140000	18.000000	24.000000	10.736000	10.000000	11.000000	11.128000	9.000000	13.000000	15.756000	14.000000	18.000000	14.456000	12.000000	17.000000	34.548000	31.000000	38.000000	30.856000	26.000000	36.000000	23.008000	19.000000	27.000000	26.516000	23.000000	30.000000	19.268000	17.000000	22.000000
168	14.024000	11.000000	16.000000	20.152000	16.000000	23.000000	20.700000	18.000000	24.000000	14.688000	14.000000	15.000000	1.940000	1.000000	2.000000	14.484000	13.000000	15.000000	4.000000	4.000000	4.000000	7.732000	7.000000	8.000000	1.452000	1.000000	2.000000	17.728000	15.000000	20.000000	21.168000	18.000000	24.000000	10.736000	10.000000	11.000000	11.156000	9.000000	13.000000	15.768000	14.000000	18.000000	14.464000	12.000000	17.000000	34.596000	31.000000	38.000000	30.940000	26.000000	36.000000	23.064000	19.000000	27.000000	26.572000	23.000000	30.000000	19.292000	17.000000	22.000000
169	14.056000	11.000000	16.000000	20.196000	16.000000	24.000000	20.736000	18.000000	24.000000	14.692000	14.000000	15.000000	1.944000	1.000000	2.000000	14.492000	13.000000	15.000000	4.000000	4.000000	4.000000	7.740000	7.000000	8.000000	1.456000	1.000000	2.000000	17.764000	15.000000	20.000000	21.212000	18.000000	24.000000	10.744000	10.000000	11.000000	11.184000	9.000000	14.000000	15.788000	14.000000	18.000000	14.496000	12.000000	17.000000	34.656000	31.000000	38.000000	31.012000	26.000000	36.000000	23.124000	19.000000	27.000000	26.632000	23.000000	30.000000	19.320000	17.000000	22.000000
170	14.080000	11.000000	16.000000	20.232000	16.000000	24.000000	20.760000	18.000000	24.000000	14.696000	14.000000	15.000000	1.948000	1.000000	2.000000	14.496000	13.000000	15.000000	4.000000	4.000000	4.000000	7.744000	7.000000	8.000000	1.456000	1.000000	2.000000	17.784000	15.000000	20.000000	21.228000	18.000000	24.000000	10.748000	10.000000	11.000000	11.208000	9.000000	14.000000	15.796000	14.000000	18.000000	14.504000	12.000000	17.000000	34.700000	31.000000	38.000000	31.068000	26.000000	36.000000	23.164000	19.000000	27.000000	26.668000	23.000000	30.000000	19.340000	17.000000	22.000000
171	14.108000	12.000000	16.000000	20.288000	17.000000	24.000000	20.804000	18.000000	24.000000	14.704000	14.000000	15.000000	1.948000	1.000000	2.000000	14.504000	13.000000	15.000000	4.000000	4.000000	4.000000	7.744000	7.000000	8.000000	1.456000	1.000000	2.000000	17.828000	15.000000	20.000000	21.268000	18.000000	24.000000	10.748000	10.000000	11.000000	11.228000	9.000000	14.000000	15.804000	14.000000	18.000000	14.520000	12.000000	17.000000	34.748000	31.000000	38.000000	31.136000	26.000000	36.000000	23.216000	19.000000	27.000000	26.724000	23.000000	30.000000	19.360000	17.000000	22.000000
172	14.136000	12.000000	16.000000	20.352000	17.000000	24.000000	20.840000	18.000000	24.000000	14.708000	14.000000	15.000000	1.948000	1.000000	2.000000	14.504000	13.000000	15.000000	4.000000	4.000000	4.000000	7.744000	7.000000	8.000000	1.460000	1.000000	2.000000	17.872000	15.000000	20.000000	21.300000	18.000000	24.000000	10.748000	10.000000	11.000000	11.248000	9.000000	14.000000	15.824000	14.000000	18.000000	14.540000	12.000000	17.000000	34.816000	31.000000	38.000000	31.220000	26.000000	36.000000	23.288000	19.000000	27.000000	26.776000	23.000000	30.000000	19.376000	17.000000	22.000000
173	14.140000	12.000000	16.000000	20.368000	17.000000	24.000000	20.848000	18.000000	24.000000	14.708000	14.000000	15.000000	1.948000	1.000000	2.000000	14.508000	13.000000	15.000000	4.000000	4.000000	4.000000	7.744000	7.000000	8.000000	1.460000	1.000000	2.000000	17.880000	15.000000	20.000000	21.312000	18.000000	24.000000	10.752000	10.000000	11.000000	11.256000	9.000000	14.000000	15.828000	14.000000	18.000000	14.540000	12.000000	17.000000	34.844000	32.000000	38.000000	31.284000	27.000000	36.000000	23.320000	19.000000	27.000000	26.808000	23.000000	30.000000	19.380000	17.000000	22.000000
174	14.168000	12.000000	16.000000	20.420000	17.000000	24.000000	20.876000	18.000000	24.000000	14.708000	14.000000	15.000000	1.948000	1.000000	2.000000	14.512000	13.000000	15.000000	4.000000	4.000000	4.000000	7.748000	7.000000	8.000000	1.464000	1.000000	2.000000	17.904000	15.000000	20.000000	21.348000	18.000000	24.000000	10.752000	10.000000	11.000000	11.288000	9.000000	14.000000	15.844000	14.000000	18.000000	14.560000	12.000000	17.000000	34.892000	32.000000	38.000000	31.364000	27.000000	36.000000	23.376000	19.000000	27.000000	26.860000	23.000000	30.000000	19.412000	17.000000	22.000000
175	14.196000	12.000000	16.000000	20.476000	17.000000	24.000000	20.912000	18.000000	24.000000	14.712000	14.000000	15.000000	1.952000	1.000000	2.000000	14.524000	13.000000	15.000000	4.000000	4.000000	4.000000	7.756000	7.000000	8.000000	1.464000	1.000000	2.000000	17.940000	15.000000	20.000000	21.384000	18.000000	24.000000	10.760000	10.000000	11.000000	11.316000	9.000000	14.000000	15.864000	14.000000	18.000000	14.588000	12.000000	17.000000	34.948000	32.000000	38.000000	31.484000	27.000000	36.000000	23.448000	19.000000	27.000000	26.924000	23.000000	30.000000	19.444000	17.000000	22.000000
