depth	0.15-1.5	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	3.05-4.60	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	3.05-4.60	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	6	0.15-1.5	0.15-1.5	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	0.15-1.5	3.05-4.60	0.15-1.5	6	0.15-1.5	0.15-1.5	3.05-4.60	3.05-4.60	6	0.15-1.5	3.05-4.60	3.05-4.60	6
Planctomycetaceae	0.005600572	0.008281627	0.001519463	0	0.006543294	0.006828306	0.019582345	0.003203001	0.004280878	0.00350507	0.001980593	0	0.007606565	0.002856535	0.00359034	0.002743164	0.008659846	0.011863691	0.002389975	0.003273634	0.007800572	0.001893294	0.007509466	0.021036745	0.00722702	0	0.01253324	0.0043738	0.010259922	0.004075693	0.006175225	0.002661312	0.010738868	0.013877788	0.005568838	0.010722825	0.011538094	0	0.00544594	0	0.005961089	0.013712572	0.011373587	2.86303E-05	0.017003811	0.011665259	0.011395596	0.006442663	0.004861577	0.005233215	5.12375E-06	0.00635497	0.002721967	0.005490406	0.014561299
Planctomycetia	0.003972037	0.002330835	0.005068022	0.001099162	0.007522562	0.003510268	0.004453017	0.008599048	0.009761388	0.000304011	0.007323589	0.003514826	0.002302944	0.004099232	0.007030247	0.003754827	0.011098793	0.001326011	0.006222548	0.019726282	0.006123782	0.001842806	0.001848874	0.004075934	0.014906872	0	0.003172091	0.002266908	0.004102899	0.003809782	0.004952072	0.003592423	0.001870423	0.005101321	0.00157423	0.015560051	0.002198146	0	0.013911522	0	0.010342744	0.001444153	0.005337505	0	0.00279097	0.004405448	0.002632391	0.005525641	0.014464987	0.003573903	0	0.002142533	0.003201801	0.007840255	0.005576187
Polyangiaceae	0	0.000227875	0.000637042	0	0.002270122	0.004663641	0.000912459	0.000721397	0.003212713	0.005633148	0.001627464	0.003930215	0.000124136	0.003244357	0.00197569	0.002256787	0.000690507	0.001126523	0.001151925	0.001267213	3.33358E-06	0.011877264	0.001912191	0.00022587	0.000603776	7.08165E-05	0.005916804	0	0.001155445	0.001440755	0.012250644	0	0.017087484	0.004113969	0.001151156	0.00044142	0.000130325	0	0.001403966	0.004368532	0.002642094	0.002331275	0.001754488	0	0.000644972	0.004919417	0.000162917	0.002492417	1.19743E-05	0	0.00061485	0.006191557	0.007214957	0.002394396	0.003059001
Povalibacter	0.000926809	0.004147324	0.000509633	0	0.000984832	0	0.002021615	0	0.001380398	0.006044457	0.003945833	0	0.003099129	0.012635477	0.000340982	0.00299608	0.000380096	0.000962238	0	0	0	0	0.001329669	0.006796645	0.000388795	0	0.006008611	0.003707062	0.005413473	0.00029492	0.000293047	0	0.003321439	0.000634727	0.010153783	0	0.000616871	0	0.000479131	0	0.001232492	0.007867193	0	0	0.009580768	0.003281141	0.004741734	0	0	0	0.001908597	0.002396732	0.001212671	0.000634793	0.001896355
Proteobacteria	0.005627052	0.00447286	0.026203655	0.001788832	0.040255723	0.041813973	0.000721225	0.03293897	0.03367186	0.036123679	0.060968495	0	0.00568031	0.042685393	0.042301829	0.048589022	0.042241297	0.006066793	0.047767204	0.030687674	0.02913547	0.022643796	0.04006737	0.0264371	0.049203198	0	0.012052045	0.016615106	0.006001894	0.023786962	0.041168876	0.030288923	0.036633915	0.032598304	0.015476647	0.036334376	0.015074242	0.007628399	0.048863038	0.008047943	0.042137646	0.008713054	0.011016251	1.43152E-05	0.000856054	0.023293807	0.007905748	0.033859249	0.037347926	0.00694723	0.010214198	0.07722197	0.062299887	0.043778468	0.060942985
Pseudomonas	0.002952547	0.00729851	4.71883E-05	0	0	0	0.000213089	1.44279E-05	0.0002958	0	0	0.010832055	0	0.000191826	0.001002888	6.80927E-05	0.000196383	0.001701518	0.003272759	0.000359044	0.006407137	0.000921403	0	0.000318272	4.57406E-06	0.031513349	9.81385E-05	0.001600171	0.00133732	0.000352937	0	0	0.000199557	0.000415315	0.000787115	9.19625E-06	0	0.00798716	0.000342635	0.009967636	0.000429431	0.000804599	0.004761261	0	0.013098798	0.008365762	0.000154342	0.004020786	0.001712329	0	0.021760572	0	0.001003289	0	0.000191893
Rhizobium	0.00109893	0.014401698	0	0	0.000306021	0.000359385	0.000344221	0.000115423	0	0	0	0	0.000898919	0.000454544	0	0	0	1.17346E-05	0.000409095	0	5.66708E-05	0	0	0.001098551	0.000658665	0	0.001221983	0.001520162	0.0026051	0.001484268	0.000110424	6.94859E-06	0.003480408	0	0.000108228	0.001931212	0	0.000547583	7.52125E-05	0	0.004296739	0.002345029	0	0	0	0.000357943	8.57456E-06	0.001881069	0	0.005452026	0.005930742	0	8.72425E-06	0	0
Rhodanobacteraceae	0.01402129	0.000891968	0.000561541	0	0.000762271	0.002206454	0.001611828	0.000230847	0.000106817	0	0.001366456	0	7.70502E-05	0.001472054	0.001053033	0.000963026	0	0	0.004812247	0	0.001806799	0.00328171	0	0.001098551	0.008699868	0	0.000196277	2.66695E-05	0.002166459	0	0.000210229	0	0.000777934	0.002264642	0.002725385	0	0.000686378	0	0.003306563	1.23057E-05	0.004000747	0.000790845	0.00723364	0	0.001031955	0.016970153	0.000806009	2.35134E-05	0	0	0.01257881	0.001125738	0	0.00122504	0
Rhodospirillaceae	0.006342019	0.024636539	0.015534384	0.022263411	0.00402279	0.019306471	0.020707893	0.012812004	0.003639979	0.019206352	0.003224222	6.39059E-05	0.039090123	0.019220103	0.012134949	0.011206117	0.007570239	0.014715201	0.012735768	0.008321365	0.008437285	0.008153786	0.008889789	0.008583074	0.005854801	0.003894908	0.020131062	0.008134201	0.017887997	0.012908778	0.01324658	0.00598274	0.01238944	0.01160531	0.022009701	0	0.009739611	0.000585347	0.009295705	0.003925526	0.010536838	0.030175912	0.00757488	0	0.010448549	0.005575645	0.054705721	0.012814785	0.009459718	1.82342E-05	0.00054568	0.009314571	0.02783909	0.004844476	0.011965098
Rhodospirillales	0.015729266	0.027709596	0.00737081	0.015840859	0.00131311	0.00335147	0.005758871	0.007502525	0.004280878	0.010300613	0.002763618	0	0.011617454	0.014270166	0.004553113	0.002568068	0.003389186	0.004212725	0.007105331	0.008089043	0.001200088	0.003168112	0.000240607	0.013172349	0.002241291	0	0.00310561	0.001573501	0.023349613	0.002093446	0.007421737	0.005815973	0.00631141	0.00072876	0.014118874	0.004919993	0.004604812	0	0.007936309	1.23057E-05	0.001407176	0.01630517	0.001030158	0	0.025904427	0.008273982	0.006242283	0.002939171	0.001628508	0	0	0.001325465	0.001073083	0.000879801	0.001094919
Rubellimicrobium	0.004594323	0.000755243	0	0	0.001363186	8.35778E-06	0.006922665	0.000259703	0.000139683	0	0.000107474	0	0.001600931	0	0.000290838	0.000272371	0.000361091	0.001689784	0.000236844	0	0.004016961	0	1.26635E-05	0.000924015	0	3.54083E-05	0.008424085	0	0.002294842	0	0	1.38972E-05	0.000679846	0	0.001229867	0.003752069	0.005951502	0.011952417	0.000153211	0	0.000625951	0.013162419	0.00416892	0	0.008583993	0.024762289	0.012012965	0.005431588	0.003604272	1.82342E-05	0.010606165	0	0	0	1.12878E-05
Rubrobacter	0.0085796	0.001119843	0.003977973	0	0.004462348	0.000208944	0.003912098	0.001298514	0.00862749	0.003558719	0.000675551	0	0.002825173	0.00301083	0.001865372	9.72753E-06	0.00524532	0.013037152	0.003563431	0.009271775	0.002513518	0.010097568	0.005344004	0.002535908	0.007817074	0	0.00385906	0.003040324	0.001551292	0.003219942	0.002019477	0.004544381	0.00451878	0.003996427	0.001957948	0.00777083	0.009765676	0.006891994	0.00451832	0.016317389	0.002001587	0.00530898	0	0	0.001172677	0.004887294	0.005702085	0.000799454	0.004813679	0	0	0.013399909	0.002146166	0.006180883	0.001659311
Rubrobacteria	0.0194365	0.010150202	0.008517486	0.004116468	0	0	0.0016009	0	0.001388615	0.001788301	0	0	0.009301669	0.000158465	0	0.000573924	0	0.007099439	0	0.003548196	0.002863543	0	0	0.001735095	0	0	0.001994428	0	0.014277232	0	0.000486288	0	0	0	0.01554552	0	0.002363224	0	0.000298064	0	8.7342E-05	0.00347972	0	0	0.001383758	0.004745035	0.00471601	0.000846481	0	0	0.001911159	0.001107581	0	1.11367E-05	0
Salinimicrobium	0	0.003685064	0	0	0	0	0.000825037	0	0	0	0	0	4.70862E-05	0	0.00027078	0.000544742	0	0	0.004069417	0	0.000650048	0.001123354	0	0	4.57406E-06	0.001593372	0	0.00162684	0.001016363	4.83475E-06	0	0	0.000365291	0	0.000432913	0	3.47533E-05	0.003965257	0	0.005685244	5.33756E-05	0.002413798	0.000260759	0.006871278	0.000844327	0	0	0.000987561	0.001269279	0	0.0008736	0	0.000244279	0	0
Salinispora	0.0021449	0.001061246	0.001269365	0.0004957	0.007038492	0.00045132	0.001027199	0.000562689	0.001191415	1.7883E-05	0.00147393	0	0.014434066	0.000150124	0.001002888	0.00071011	0.000855215	0.000246427	0.000301438	0	0.000910067	0	0.000975091	1.02668E-05	0.00204918	3.54083E-05	0.007433202	0	0.001208938	0	0.002762713	0	0.000926756	0.004474431	0.00046243	0	0.000225896	1.88822E-05	0.000623985	0	0.000931648	0.008548008	0	0	0.000738786	0.006732075	0.001586294	0.002774577	0	1.82342E-05	0.004624186	0.012455742	0.01173412	0.005924738	0.002630064
Serratia	0.000714967	0	0	0	0	0	0	0.012913	0.008890423	0	0.012267395	0	0	0.003978299	0.011352696	0	0.014285262	0	0.006502455	0.017403058	0	0.007434334	0	0	0.00175644	0	0	0.001920205	0	0.000986289	0	0	0.000639259	0	0.00018694	0.014741585	0	0	0.003827479	0.002104279	0.003612561	0.000426369	3.21924E-06	0	0	0.000302875	0	0.011615603	0	0	0.000289492	0	0	0	0
Solirubrobacter	0.001178371	0.00227875	0	0	0.000100152	0	1.09276E-05	0	0	1.7883E-05	0.000245655	0	0.004447507	0	0	0	0.000209053	0.00600812	0	0	0	0	0	0	0	0	0.002171711	0	0.002995598	0	0	0	0	0	0.006326436	0	0.001972249	0	0	0	0	0.00392672	0	0	0	0.005102977	0.005839278	0	0	0	0	0	0	1.11367E-05	0
Solirubrobacterales	0.001456414	0.003333485	4.71883E-06	0	0	0	0.009436024	0	0.0002958	0	3.07069E-05	0	0.001472514	0	0	0	0	0.002792837	0	0	0	0	0	0.007361321	4.57406E-06	0	0.003330379	0	0.00141221	4.83475E-06	0.000140153	0	0	1.56723E-05	0.003109104	0	0.000599494	0	0	0	0	0.001574814	0	0	0.001336851	0	0.001654891	0	0	0	0.000550803	0	0	0.00067934	0
Spartobacteria	0.004210359	0.004375199	0	0	5.56403E-06	0.000117009	0.000923386	0.001053239	0.000386183	0	4.60603E-05	0	0.000667768	0.000308589	0	9.72753E-06	0.000202718	0.001619376	0.000150719	0	0	0	0	0.00123202	0	0	0.001136508	0	0.004862497	0	0.000690147	0.000305738	0	0.000250756	0.013833545	0	0.002198146	0	0.000144854	0	0.000516773	0.002489444	0	0	0.002145998	0.006057491	0.009311977	0	1.19743E-05	1.82342E-05	0.000325358	0.000254199	0.00104691	0.000155914	2.25757E-05
Sphaerobacter	0.004461921	0.009896284	0.000410538	0.000517253	0.000289329	0.001036365	0.017385888	0.000317415	5.75166E-05	0.001001449	0.000429896	0	0.029664318	0.000179315	0.000641849	0.00011673	0.000342086	0.061301603	0	0.002238743	3.33358E-06	0	0.001354996	0.00648864	0.000173814	0	0.016645562	0	0.002123665	0.000657526	0.000781459	0.000354378	0.000886168	0.003244158	0.008333579	0	0.008775207	0.001680514	8.35694E-06	1.23057E-05	0.000608968	0.004834473	0.000392748	0	0.009498681	0.002712104	0.031803059	0.003127278	0	0	5.63613E-05	0.000671811	0.000628146	0.000445469	0.001015905
Sphingobacteriales	0.002648025	0.001933682	0	0	0	0.000468036	0.000355149	0	0	0	0	0	0.000239712	0.000275228	0.000190549	0.000515559	0	5.86731E-05	0	0	0	0	0.000101308	0.001355222	0	0	0.003833734	0	0.001663626	0	0.001057518	0	0	0	0.000226296	0	0.00010426	0	0	0	0.000305697	0.00330092	0	0	0.001536206	0.003868534	0.000145768	0.000470267	0	0	0.00075063	0.00030867	0.014325223	0.000133641	0.000530528
Sphingomonadaceae	0.034848003	0.037039448	8.96577E-05	0	0	0.000267449	0.059282491	0.001413937	0.000287583	0.001090864	0.000399189	0.018117331	0.032356794	0.000129274	0.000882542	0.000515559	6.33493E-06	0.050177193	0.004080183	0	0.011747528	1.2622E-05	0	0.075666574	0.001184682	0.012286665	0.051111181	2.66695E-05	0.056809368	0.051504574	0.000724124	0.006615062	0.001488221	0.000454496	0.042760018	0	0.082539076	0.015898792	0.000718697	0.000664509	0.000429431	0.052168292	0.008656545	0	0.071146291	0.012661074	0.062860132	0.019657175	0.00160456	1.82342E-05	0.017848588	1.81571E-05	0.000270452	0	0.000361211
Sporolactobacillus	0	0.00027345	0.002184818	0.000517253	0.009425459	0	5.46382E-06	0.001572645	0.004165845	0.000393426	0.003101394	0.62908998	0.000184064	0.001626349	0.012195122	0.006838455	0.018637357	0.000445915	0.006620877	0.04198699	0.160318423	0.149431381	0	0.00058521	0.033719994	0.736916649	0.002393314	0.086835929	5.34928E-06	0.052181438	0.017162369	0.200744889	0.050887014	0.019065306	0.000531303	0.28433879	0.002458796	0.510555136	0.01061053	0.531841059	0.006565204	0.015067325	0.378611991	0.647288708	0.000257989	0.113109879	0.000960351	0.065061487	0.234086119	0.507567193	0.129920403	0	0.002294478	0.002817592	0.000327347
Staphylococcus	0	0.000208343	0	0	0	0	0.000393395	0	0	0	0	0	0.000273956	0	0	0.014299472	0	0	0.001022737	0.003780519	0.00918734	0	0	0	0	0	0	0.000613399	0	0.009142509	0.001167941	0.001764943	0.001555867	0.001324306	0	1.83925E-05	0.000356221	0.013293051	0	0	0.00084188	0	0.002568956	0	0	0.001922795	0	0.000869995	0	1.82342E-05	6.66088E-05	0	0	0	0
Stenotrophobacter	0.014339053	0.003912939	9.90954E-05	0	0	0	0.004218072	0	0	0	0	0	0.001583809	0	0	0	0.000164708	0.001255603	0	0	0.000403363	0	0	0.005041016	0	0	0.004726478	0	0.009468228	0	0	6.94859E-06	0	0	0.006680638	0	0.005916748	0	0	0	0.000133439	0.001781121	0.002610806	0	0.004034008	0.001964096	0.010795377	0.001881069	0	0	0	0	0	0	0
Streptococcus	0	0	0	0	0	0	0	0	0	0	0	0.000575153	0	0	0	0.022947248	6.33493E-06	0	0	0	0.00354026	3.78659E-05	0	1.02668E-05	0.000256148	7.08165E-05	0	0.000400043	0	9.6695E-06	0	0.01532165	0.000507348	0	9.83894E-06	0.008865183	0	0.021582326	0	1.23057E-05	0.000106751	6.87692E-06	0.001950861	5.72607E-05	0	0.004795514	0	0	0	9.1171E-05	0.001567868	0	0	0	0
Streptomyces	0.004024997	0.036570677	0.009574503	0.0004957	0.008802288	0.003819505	0.000584629	0.006853268	0.009424505	0.005955042	0.009780139	0.011407209	0.006412287	0.004791473	0.011824053	0.002684799	0.014145893	0.004846394	0.007557489	0.008469207	0.007710565	0.011082081	0.010801981	0.012628207	0.007135539	0.005205014	0.005388122	0.004987199	0.020150743	0.005163511	0.009186391	0.008546771	0.016979249	0.009850016	0.004447199	0.000331065	0.006759516	0.001793807	0.016588529	0.014077748	0.008093689	0.020589489	0.005933065	0	0.000633245	0.002101766	0.00108897	0.013426133	0.010812817	0	0.003368867	0.022024512	0.017527023	0.01316361	0.015893262
Streptosporangiaceae	0.007877873	0.005117421	0	2.15522E-05	0.001224086	0.004939448	0.007321524	0	0	0.00071532	0	0	0.030447662	0	0	0	0.000551139	0.024126358	0	0	0	0	0.000962427	0.009753493	0.000923961	0	0.001310624	0	0.001198239	0	0	0	0	0.001269453	0.000767437	0	0.0063251	0.002303625	0.00045406	0	0.001191247	0.007117609	0	0	0.00272061	1.8356E-05	0.002520922	0	0	0	0	1.81571E-05	0.002102545	0.001369817	0.001286812
Sulfuricaulis	0.000529605	0.000390643	0.000575697	0.000344835	0.001980793	0.005800299	0	0	0.000205416	0.002467855	0.000199595	0	0	0.000717261	0.001293726	0.000194551	0.000544804	0	0.00099044	0	0	0	0.00230476	0	0	0	0.000702799	0.003760401	0.001321272	0.000425458	0.008644891	0	0.001606602	0.000838466	0.000491947	9.19625E-06	9.55716E-05	1.88822E-05	0.000295279	0	0.008018478	0.000921507	0	1.43152E-05	0.002075638	4.58901E-06	0	0.000564321	0	0	0	0.001016795	0.00145695	0.000957758	0.007845041
Sulfurospirillum	0.000198602	0	0.005549342	0.007133774	0	0	0	0	0	0	0	0	0	0.000133444	0.000230664	0.000136185	0	0	0	0	0.001543447	0	0	0.000359339	0	0	5.69837E-05	0	6.95407E-05	0	2.12353E-06	0	0	0.000564201	0	0	0.000764572	0	0	0	0.000325106	0	0	0	0	0	0.00020579	0	0	0	0.119841984	0.000472084	0.000994565	0	0
Synergistaceae	0.005176888	6.51071E-06	0.020489154	0.009051919	0.023274318	0.048692425	0	0.113619968	0.026038585	0.04213237	0.047027575	0	0	0.0358589	0.038310334	0.034338187	0.024889931	0	0.060093876	0.03803751	0.013190967	0.028197458	0.011473147	0	0.023428352	0	0.007585159	0.015334969	0.001321272	0.020315612	0.037877404	0.01438359	0.034702609	0.020366104	0.004653817	0.020038624	0.000121637	1.88822E-05	0.045336409	0	0.055086092	0.000295707	0.013839527	2.86303E-05	0	0.032641617	0.002658115	0.028709822	0.022475812	0	0.001491012	0.00956877	0.002442791	0.029111401	0.024821935
Thermoleophilia	0.009599089	0.001718828	0.000613448	0	0.001446647	0.000125367	0.002387691	0.004039821	0	0.000768969	0.00102868	0	0.001832082	0	0	0.000408556	0.00091223	0.022870755	0	0	3.33358E-06	0	0.000607849	2.05337E-05	0.000233277	0	0.000598328	0	0.008965395	0.002436713	0.002168124	0	0.001156754	0.000681743	0.017631374	0.00154497	0.000755884	0	0.000593343	0	9.94728E-05	0.00339032	6.43849E-06	0	0.004854881	0.004589008	0.001740637	0.000869995	0	0	0.000596917	0.00092601	0.000488558	0.002962369	0.000225757
Thermoleophilum	0.003720475	0.029623746	4.71883E-06	0	0.000367226	0	0.028668685	0	0	0.00130546	0.000261008	0	0.012062633	0.000100083	0.000200578	0	0.000798201	0.020277406	0.000645939	0.00194306	0	0.001413659	0.000620512	0.006108767	0.000132648	0	0.007420539	0	0.008697931	0	0.000639183	0.000152869	0.002364242	0.000877647	0.008796009	0	0.003692538	0	0.000662984	0	0.000730276	0.00292269	0.003422056	0	0.032178247	0.00462572	0.00905474	0.001457829	0	0	5.12375E-06	0.000708125	0	0	1.12878E-05
Thermoplasmata	0	0	0.00177428	0	0.006632318	0.001011291	0	0.006204011	0.006031026	0.00184195	0.00750783	0	0	0.00368222	0.000942715	0.000544742	0.00433309	0	0.003940229	0.004456366	0.000700051	0.003344819	0.002583358	0	0.000905665	0	0.000544511	0.000506721	0	0	0.001318712	0	0.000307791	0.00155939	0	0	0	0	0.010019973	0.01029989	0.000494938	0	2.89732E-05	0	0	0	0	0	0.00249066	1.82342E-05	0	0.000526555	0.001666332	0.008708919	0.000575679
Thermosipho	0	0	0.011674382	0.000926744	0.020475613	0.009101622	0	0.023892656	0.023959771	0.007796992	0.012113861	0	0	0.007989958	0.024299984	0.008044669	0.020126065	0.000574996	0.016266902	0.009018332	0.011480842	0.016560011	0.056732559	0.000646811	0.029854911	0	0.006170065	0.014028163	0.000283512	0.020919956	0.051387302	0.0042039	0.025817253	0.010594449	0.014256619	0.014392128	0	0	0.024970542	1.23057E-05	0.009462046	0.001045291	0.007877488	0	0	0.004189765	0.001886404	0.004161866	0.007412108	0	2.56188E-06	0.01389015	0.008113555	0.030392124	0.018703932
Thermotogales	0	0	0.001255208	0	0	0.004747219	0	0.002120906	0.000230066	0.007814875	0.001412516	0	0	0.001321929	0.001785141	9.72753E-06	0.001938488	0	0.002734476	0	6.66716E-06	0	0.008104651	0.000513342	0.003544899	0	0.000576168	0	0	4.83475E-06	0.005839707	0.003286685	0.003987756	0.001441848	0	0.006483355	0	0	0.001309254	0	0.000773947	0	0	0	0	0	0.000291535	0.000681888	0.00116151	1.82342E-05	0	0.008152519	0.015459376	0.000768434	0.001907643
Thiobacter	0.013915369	0.017227348	0.000821076	0	0.000417302	0.001487685	0.004578685	0.001428365	0.000698416	0.00570468	0.000583431	0.012621421	0.011715907	0.001121763	0.002055921	0.001605043	0.001279655	0.012884602	0.002508397	0.001224973	0.006693824	0.002006892	0.000810465	0.012751409	0.002204698	0.006408895	0.007816259	0.003707062	0.016288562	0.001967743	0.003873319	0.003946802	0.008783887	0.000493676	0.006877417	0.012332168	0.018905793	0	0.004075402	0	0.005010032	0.017522384	0	0	0.004702433	0.014418664	0.007742832	0.001175668	0	0	0.001634477	0.005973672	0.000811355	0	0
Verrucomicrobia_SB3	0.013875649	0.008431374	0.002165942	0.001810384	0.00362218	0.003811148	0.009381386	0.001558217	0.002349964	0.000518607	0.000921206	0	0.013000077	0.002927427	0.002547336	0.003180903	0.004193722	0.0079678	0.001679442	0.001372814	3.33358E-06	0.008280006	0.00068383	0.016704141	0.005136673	0	0.003985691	0.0021869	0.009553816	0.002668781	0.000798447	0.002341676	0.002743062	0.002617268	0.003433789	9.19625E-06	0.007046231	0	0.001637961	1.23057E-05	0.001880278	0.010391021	6.43849E-06	0	0.008372911	0.00430449	0.005599191	0.002139716	0	0	0.002413287	0.00555606	0.003219249	0.003530342	0.001106207
Wolbachia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.16576E-06	0.396255601	0	0	0	0	0	0	9.83894E-06	9.19625E-06	0	0	0	0	0	0	0	0	0	0	0	0	1.19743E-05	0	0	0	0	0	0
